MSV,classCode,subjectCode
21006239,MAT1092 11CLCHD,MAT1092 CLCHD
21006239,PHI1002 7,PHI1002
21006239,PHY1103 19CLCHD,PHY1103 CLCHD
21006243,GLO2038 2,GLO2038
21006243,HIS1056 8,HIS1056
21006243,MAT1192 1,MAT1192
21006243,MNS1052,MNS1052
21006243,PHY1100E CLCCNKTMT,PHY1100E CLCCNKTMT
21006249,GEO1050 1,GEO1050
21006249,GLO2038 1,GLO2038
21006249,MAT1101 11,MAT1101
21006249,MAT1192 1,MAT1192
21006249,MNS1052,MNS1052
21006249,PHY1100 8,PHY1100
21006257,CHE1095E TTH,CHE1095E TTH
21006257,CHE1099E 2TTH,CHE1099E TTH
21006257,CHE2118E TTH,CHE2118E TTH
21006257,CHE2120E TTH,CHE2120E TTH
21006257,MAT1092 12TTH,MAT1092 TTH
21006257,PHY1020 3,PHY1020
21006264,BIO3201 3,BIO3201
21006264,CHE1057 4,CHE1057
21006264,HIS1056 2,HIS1056
21006264,MAT1091 8,MAT1091
21006264,PHY1103 5,PHY1103
21006272,CHE1081 2,CHE1081
21006272,EVS2302 1,EVS2302
21006272,EVS3245 1,EVS3245
21006272,MAT1092 1,MAT1092
21006272,PHY1100 13,PHY1100
21006273,BIO2045E 3CLCCNS,BIO2045E CLCCNS
21006273,BIO2403E 8CLCCNS,BIO2403E CLCCNS
21006273,BIO3178 6CLCCNS,BIO3178 CLCCNS
21006273,CHE1081 11CLCCNS,CHE1081 CLCCNS
21006273,MAT1192 5CLCCNS,MAT1192 CLCCNS
21006273,PHI1002 4,PHI1002
21006303,CHE1052 2CLCCNH,CHE1052 CLCCNH
21006303,GEO1050 4,GEO1050
21006303,MAT1092 9CLCCNH,MAT1092 CLCCNH
21006303,PHY1103 16CLCCNH,PHY1103 CLCCNH
21006304,HIS1056 4,HIS1056
21006304,MAT1092 3,MAT1092
21006304,MAT1101 6,MAT1101
21006304,PHI1002 7,PHI1002
21006304,PHY1103 7,PHY1103
21006322,BIO3400E 1QTS,BIO3400E QTS
21006322,CHE1081 14QTS,CHE1081 QTS
21006322,GEO1050 5,GEO1050
21006322,MAT1192 8QTS,MAT1192 QTS
21006322,PHY1103 15QTS,PHY1103 QTS
21006330,CHE1095E TTH,CHE1095E TTH
21006330,CHE1099E 2TTH,CHE1099E TTH
21006330,HIS1056 2,HIS1056
21006330,MAT1092 12TTH,MAT1092 TTH
21006330,PHI1002 8,PHI1002
21006330,PHY1161 2TTH,PHY1161 TTH
21006336,BIO2403E 7CLCCNS,BIO2403E CLCCNS
21006336,BIO3178 1CLCCNS,BIO3178 CLCCNS
21006336,CHE1081 11CLCCNS,CHE1081 CLCCNS
21006336,GEO1050 5,GEO1050
21006336,MAT1192 5CLCCNS,MAT1192 CLCCNS
21006354,GEO1050 4,GEO1050
21006354,GLO2038 2,GLO2038
21006354,HIS1056 7,HIS1056
21006354,MAT1192 1,MAT1192
21006354,MNS1052,MNS1052
21006354,PHY1100 1,PHY1100
21006355,PHY1020 1,PHY1020
21006355,PHY1108 6,PHY1108
21006355,PHY1113 6,PHY1113
21006355,PHY2302 1,PHY2302
21006362,GEO1050 1,GEO1050
21006362,HIS1056 2,HIS1056
21006362,PHY1108 5,PHY1108
21006362,PHY1113 3,PHY1113
21006362,PHY2302 5,PHY2302
21006363,CHE1081 3,CHE1081
21006363,MAT1091 7,MAT1091
21006363,MAT1101 9,MAT1101
21006363,MAT1192 1,MAT1192
21006363,PHI1002 2,PHI1002
21006363,PHY1103 11,PHY1103
21006365,MAT2502 1,MAT2502
21006365,MAT3500 1,MAT3500
21006365,PHY1100 9,PHY1100
21006372,CHE1080 1,CHE1080
21006372,GEO3209,GEO3209
21006372,MAT1091 4,MAT1091
21006378,GEO1050 1,GEO1050
21006378,PHY1108 5,PHY1108
21006378,PHY2302 5,PHY2302
21006379,GEO1050 1,GEO1050
21006379,MAT1076,MAT1076
21006379,MAT2301 1,MAT2301
21006379,MAT2303 1,MAT2303
21006380,MAT2301 3,MAT2301
21006380,MAT2303 3,MAT2303
21006380,PHY1100 1,PHY1100
21006386,BIO2202 7,BIO2202
21006386,CHE1081 7,CHE1081
21006386,HIS1056 4,HIS1056
21006386,MAT1101 11,MAT1101
21006386,PHY1103 1,PHY1103
21006389,PHY1020 1,PHY1020
21006389,PHY1108 6,PHY1108
21006389,PHY2302 7,PHY2302
21006389,PHY2500 1,PHY2500
21006391,MAT2317 4CLCMTKHTT,MAT2317 CLCMTKHTT
21006391,MAT2502 7,MAT2502
21006404,GEO2300 3,GEO2300
21006404,GEO2400 2,GEO2400
21006404,GEO2404 2,GEO2404
21006404,GEO3402 2,GEO3402
21006404,HIS1056 10,HIS1056
21006404,MAT1091 10,MAT1091
21006411,CHE1081 10,CHE1081
21006411,EVS2302 5CTĐB,EVS2302 CTĐB
21006411,EVS3402 CTĐB,EVS3402 CTĐB
21006411,MAT1092 2,MAT1092
21006411,PHI1002 12,PHI1002
21006411,PHY1100E CLCCNKTMT,PHY1100E CLCCNKTMT
21006415,CHE1081 4,CHE1081
21006415,HIS1056 6,HIS1056
21006415,MAT1101 3,MAT1101
21006415,PHI1002 9,PHI1002
21006415,PHY1103 7,PHY1103
21006435,GEO2300 1,GEO2300
21006435,GEO2400 2,GEO2400
21006435,GEO2404 2,GEO2404
21006435,GEO3402 1,GEO3402
21006435,HIS1056 10,HIS1056
21006435,MAT1091 1,MAT1091
21006442,GEO1050 4,GEO1050
21006442,HMO2021,HMO2021
21006442,HMO2106,HMO2106
21006442,MAT1092 7,MAT1092
21006442,PHY1103 5,PHY1103
21006444,BIO3263 TNS,BIO3263 TNS
21006444,CHE1081 15TNS,CHE1081 TNS
21006444,HIS1056 10,HIS1056
21006444,MAT1292 2TNS,MAT1292 TNS
21006444,PHY1161 1CTĐB,PHY1161 CTĐB
21006445,BIO2045E 1CLCCNS,BIO2045E CLCCNS
21006445,BIO2403E 8CLCCNS,BIO2403E CLCCNS
21006445,BIO3178 3CLCCNS,BIO3178 CLCCNS
21006445,CHE1081 11CLCCNS,CHE1081 CLCCNS
21006445,GEO1050 5,GEO1050
21006445,MAT1192 5CLCCNS,MAT1192 CLCCNS
21006446,HIS1056 7,HIS1056
21006446,MAT1076,MAT1076
21006446,MAT2301 2,MAT2301
21006446,MAT2303 2,MAT2303
21006451,CHE1052 4CLCHD,CHE1052 CLCHD
21006451,HIS1056 4,HIS1056
21006451,PHI1002 12,PHI1002
21006452,GEO1050 3,GEO1050
21006452,MAT2502 1,MAT2502
21006452,PHI1002 12,PHI1002
21006452,PHY1100 8,PHY1100
21006452,PHY1103 10,PHY1103
21006452,POL1001 5,POL1001
21006453,CHE1095E TTH,CHE1095E TTH
21006453,CHE1099E 2TTH,CHE1099E TTH
21006453,CHE2110E TTH,CHE2110E TTH
21006453,PHI1002 12,PHI1002
21006453,PHY1161 2TTH,PHY1161 TTH
21006480,BIO2045E 1CLCCNS,BIO2045E CLCCNS
21006480,BIO2403E 8CLCCNS,BIO2403E CLCCNS
21006480,BIO3178 3CLCCNS,BIO3178 CLCCNS
21006480,CHE1081 11CLCCNS,CHE1081 CLCCNS
21006480,GEO1050 4,GEO1050
21006480,MAT1192 5CLCCNS,MAT1192 CLCCNS
21006480,PHI1002 3,PHI1002
21006482,BIO3263 TNS,BIO3263 TNS
21006482,CHE1081 15TNS,CHE1081 TNS
21006482,HIS1056 6,HIS1056
21006482,MAT1292 2TNS,MAT1292 TNS
21006482,PHY1161 1CTĐB,PHY1161 CTĐB
21006490,BIO3201 1,BIO3201
21006490,CHE1057 4,CHE1057
21006490,HIS1056 2,HIS1056
21006490,MAT1091 3,MAT1091
21006490,PHY1103 5,PHY1103
21006493,HIS1056 7,HIS1056
21006493,MAT1092 2,MAT1092
21006493,PHI1002 4,PHI1002
21006493,PHY1020 2,PHY1020
21006493,PHY1103 5,PHY1103
21006496,GEO2300 3,GEO2300
21006496,GEO2400 1,GEO2400
21006496,GEO2404 1,GEO2404
21006496,GEO3402 1,GEO3402
21006496,MAT1091 8,MAT1091
21006516,BIO2202 7,BIO2202
21006516,CHE1081 8,CHE1081
21006516,HIS1056 3,HIS1056
21006516,MAT1101 3,MAT1101
21006516,PHI1002 9,PHI1002
21006516,PHY1103 2,PHY1103
21006522,BIO2045E 2CLCCNS,BIO2045E CLCCNS
21006522,BIO2400E 6CLCCNS,BIO2400E CLCCNS
21006522,BIO2403E 1CLCCNS,BIO2403E CLCCNS
21006522,BIO3178 4CLCCNS,BIO3178 CLCCNS
21006522,BIO3302E 6CLCCNS,BIO3302E CLCCNS
21006522,CHE1081 12CLCCNS,CHE1081 CLCCNS
21006522,GEO2300 4,GEO2300
21006522,GEO3237,GEO3237
21006522,MAT1091 1,MAT1091
21006522,MAT1192 6CLCCNS,MAT1192 CLCCNS
21006522,PHY1020 4CTĐB,PHY1020 CTĐB
21006522,PHY1100 1,PHY1100
21006522,PHY1103 1,PHY1103
21006526,GEO1050 3,GEO1050
21006526,GEO1050 4,GEO1050
21006526,HMO3204,HMO3204
21006526,MAT1092 7,MAT1092
21006526,MAT2301 3,MAT2301
21006526,MAT2303 4,MAT2303
21006526,PHY1103 5,PHY1103
21006537,HIS1056 1,HIS1056
21006537,PHI1002 5,PHI1002
21006537,PHY1108 5,PHY1108
21006537,PHY1113 2,PHY1113
21006537,PHY2302 7,PHY2302
21006537,PHY2304 5,PHY2304
21006548,GEO1050 5,GEO1050
21006548,HIS1056 1,HIS1056
21006548,MAT1076,MAT1076
21006548,MAT2301 1,MAT2301
21006548,MAT2303 1,MAT2303
21006548,POL1001 2,POL1001
21006552,GLO2038 1,GLO2038
21006552,GLO2099 2,GLO2099
21006552,MAT1101 5,MAT1101
21006552,MAT1192 2,MAT1192
21006552,MNS1052,MNS1052
21006552,PHY1100 2,PHY1100
21006552,PHY1103 6,PHY1103
21006555,PHY1012 TNL,PHY1012 TNL
21006555,PHY1020 4CTĐB,PHY1020 CTĐB
21006555,PHY1113 2,PHY1113
21006555,PHY2302 8TNL,PHY2302 TNL
21006555,PHY2303 TNL,PHY2303 TNL
21006569,HIS1056 10,HIS1056
21006569,HMO2106,HMO2106
21006569,MAT1092 7,MAT1092
21006569,PHI1002 5,PHI1002
21006569,PHY1020 3,PHY1020
21006570,CHE1052 3CLCCNH,CHE1052 CLCCNH
21006570,GEO1050 4,GEO1050
21006570,MAT1092 8CLCCNH,MAT1092 CLCCNH
21006570,PHY1103 16CLCCNH,PHY1103 CLCCNH
21006580,BIO3201 2,BIO3201
21006580,CHE1057 5CLCCNS,CHE1057 CLCCNS
21006580,HIS1056 6,HIS1056
21006580,MAT1091 8,MAT1091
21006580,PHY1103 10,PHY1103
21006588,BIO2220 3,BIO2220
21006588,CHE1052 4CLCHD,CHE1052 CLCHD
21006588,GEO1050 1,GEO1050
21006588,HIS1056 2,HIS1056
21006588,MAT1076,MAT1076
21006588,MAT1192 3,MAT1192
21006588,MAT2301 1,MAT2301
21006588,MAT2303 1,MAT2303
21006588,PHY1100 14,PHY1100
21006590,CHE1052 2CLCCNH,CHE1052 CLCCNH
21006590,GEO1050 6,GEO1050
21006590,MAT1092 9CLCCNH,MAT1092 CLCCNH
21006590,PHY1103 17CLCCNH,PHY1103 CLCCNH
21006598,HIS1056 6,HIS1056
21006598,PHY1020 1,PHY1020
21006598,PHY1108 4,PHY1108
21006598,PHY2302 5,PHY2302
21006598,PHY2500 3,PHY2500
21006599,GLO2038 2,GLO2038
21006599,GLO2099 1,GLO2099
21006599,MAT1101 11,MAT1101
21006599,MAT1192 1,MAT1192
21006599,MNS1052,MNS1052
21006599,PHY1100 12,PHY1100
21006600,MAT2318 2,MAT2318
21006600,PHY1020 1,PHY1020
21006600,PHY1108 7,PHY1108
21006600,PHY2302 6,PHY2302
21006606,CHE1052 2CLCCNH,CHE1052 CLCCNH
21006606,GEO1050 6,GEO1050
21006606,MAT1092 3,MAT1092
21006606,MAT1092 9CLCCNH,MAT1092 CLCCNH
21006606,MAT1101 14,MAT1101
21006606,PHI1002 3,PHI1002
21006606,PHY1103 10,PHY1103
21006606,PHY1103 14CLCMTKHTT,PHY1103 CLCMTKHTT
21006607,HIS1056 4,HIS1056
21006607,HIS1056 7,HIS1056
21006607,MAT2301 3,MAT2301
21006607,MAT2303 3,MAT2303
21006607,PHY1020 4CTĐB,PHY1020 CTĐB
21006607,PHY1106 QTL,PHY1106 QTL
21006607,PHY1108 8QTL,PHY1108 QTL
21006607,PHY2302E QTL,PHY2302E QTL
21006607,POL1001 7,POL1001
21006612,CHE1080 2,CHE1080
21006612,GEO2300 2,GEO2300
21006612,MAT1091 10,MAT1091
21006612,MAT2301 3,MAT2301
21006612,MAT2303 3,MAT2303
21006612,PHY1020 1,PHY1020
21006612,PHY1100 12,PHY1100
21006612,PHY1100 13,PHY1100
21006612,PHY1103 1,PHY1103
21006621,CHE1080 4,CHE1080
21006621,GEO2300 4,GEO2300
21006621,HIS1056 3,HIS1056
21006621,MAT1091 1,MAT1091
21006621,MAT1101 13,MAT1101
21006621,PHY1100 1,PHY1100
21006637,GEO2025,GEO2025
21006637,GEO2300 1,GEO2300
21006637,GEO2320 2,GEO2320
21006637,GEO3263,GEO3263
21006637,GEO3269,GEO3269
21006637,MAT1091 7,MAT1091
21006637,MAT2317 4CLCMTKHTT,MAT2317 CLCMTKHTT
21006637,MAT2502 4CLCMTKHTT,MAT2502 CLCMTKHTT
21006637,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
21006637,MAT3551E 3CLCMTKHTT,MAT3551E CLCMTKHTT
21006637,PHI1002 5,PHI1002
21006648,BIO2045E 1CLCCNS,BIO2045E CLCCNS
21006648,BIO2403E 7CLCCNS,BIO2403E CLCCNS
21006648,BIO3178 1CLCCNS,BIO3178 CLCCNS
21006648,CHE1081 11CLCCNS,CHE1081 CLCCNS
21006648,GEO1050 5,GEO1050
21006648,MAT1192 5CLCCNS,MAT1192 CLCCNS
21006651,GEO1050 5,GEO1050
21006651,HIS1056 5,HIS1056
21006651,MAT1076,MAT1076
21006651,MAT2301 1,MAT2301
21006651,MAT2301 3,MAT2301
21006651,MAT2303 1,MAT2303
21006651,MAT2303 3,MAT2303
21006651,PHY1020 3,PHY1020
21006651,POL1001 2,POL1001
21006665,GEO2300 3,GEO2300
21006665,GEO2400 1,GEO2400
21006665,GEO2404 1,GEO2404
21006665,GEO3402 1,GEO3402
21006665,MAT1091 7,MAT1091
21006672,GLO2038 1,GLO2038
21006672,MAT1101 14,MAT1101
21006672,MAT1192 3,MAT1192
21006672,MNS1052,MNS1052
21006672,PHI1002 2,PHI1002
21006672,PHY1100 1,PHY1100
21006677,GEO1050 3,GEO1050
21006677,MAT2317 6CLCMTKHTT,MAT2317 CLCMTKHTT
21006677,MAT2502 6CLCMTKHTT,MAT2502 CLCMTKHTT
21006677,MAT3500 4CLCMTKHTT,MAT3500 CLCMTKHTT
21006683,BIO3263 TNS,BIO3263 TNS
21006683,CHE1081 15TNS,CHE1081 TNS
21006683,HIS1056 6,HIS1056
21006683,MAT1292 2TNS,MAT1292 TNS
21006683,PHY1161 1CTĐB,PHY1161 CTĐB
21006688,GEO1050 4,GEO1050
21006688,HIS1056 2,HIS1056
21006688,MAT2317 4CLCMTKHTT,MAT2317 CLCMTKHTT
21006688,MAT2502 4CLCMTKHTT,MAT2502 CLCMTKHTT
21006688,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
21006693,BIO3400E 2QTS,BIO3400E QTS
21006693,CHE1081 14QTS,CHE1081 QTS
21006693,GEO1050 6,GEO1050
21006693,MAT1192 8QTS,MAT1192 QTS
21006693,PHY1103 15QTS,PHY1103 QTS
21006702,GEO1050 2,GEO1050
21006702,HIS1001 9,HIS1001
21006702,PHY1108 5,PHY1108
21006702,PHY2302 2,PHY2302
21006706,HIS1056 3,HIS1056
21006706,MAT2301 4,MAT2301
21006706,MAT2303 3,MAT2303
21006706,PHI1002 11,PHI1002
21006710,BIO3263 TNS,BIO3263 TNS
21006710,CHE1081 15TNS,CHE1081 TNS
21006710,HIS1056 6,HIS1056
21006710,MAT1292 2TNS,MAT1292 TNS
21006710,PHY1161 1CTĐB,PHY1161 CTĐB
21006714,CHE1052 5CLCHD,CHE1052 CLCHD
21006714,HIS1056 10,HIS1056
21006714,MAT1092 11CLCHD,MAT1092 CLCHD
21006714,PHI1002 3,PHI1002
21006714,PHY1103 19CLCHD,PHY1103 CLCHD
21006714,POL1001 1,POL1001
21006718,CHE1081 3,CHE1081
21006718,EVS2302 5CTĐB,EVS2302 CTĐB
21006718,EVS3402 CTĐB,EVS3402 CTĐB
21006718,HIS1056 2,HIS1056
21006718,MAT1092 5,MAT1092
21006718,PHY1100E CLCCNKTMT,PHY1100E CLCCNKTMT
21006719,BIO3201 2,BIO3201
21006719,HIS1056 10,HIS1056
21006719,PHY1103 3,PHY1103
21006724,CHE1081 1,CHE1081
21006724,HIS1056 5,HIS1056
21006724,MAT1101 14,MAT1101
21006724,PHY1103 10,PHY1103
21006730,BIO3263 TNS,BIO3263 TNS
21006730,CHE1081 15TNS,CHE1081 TNS
21006730,HIS1056 6,HIS1056
21006730,MAT1292 2TNS,MAT1292 TNS
21006730,PHY1161 1CTĐB,PHY1161 CTĐB
21006732,CHE1052 5CLCHD,CHE1052 CLCHD
21006732,GEO1050 2,GEO1050
21006732,HIS1056 6,HIS1056
21006732,MAT1092 11CLCHD,MAT1092 CLCHD
21006732,PHY1103 19CLCHD,PHY1103 CLCHD
21006735,BIO2045E 1CLCCNS,BIO2045E CLCCNS
21006735,BIO2403E 7CLCCNS,BIO2403E CLCCNS
21006735,BIO3178 1CLCCNS,BIO3178 CLCCNS
21006735,CHE1081 11CLCCNS,CHE1081 CLCCNS
21006735,GEO1050 5,GEO1050
21006735,MAT1192 5CLCCNS,MAT1192 CLCCNS
21006736,GEO2300 3,GEO2300
21006736,GEO2400 1,GEO2400
21006736,GEO2404 1,GEO2404
21006736,GEO3402 1,GEO3402
21006736,MAT1091 8,MAT1091
21006748,CHE1052 3CLCCNH,CHE1052 CLCCNH
21006748,GEO1050 5,GEO1050
21006748,HIS1056 6,HIS1056
21006748,MAT1092 10CLCHD,MAT1092 CLCHD
21006748,PHY1103 19CLCHD,PHY1103 CLCHD
21006750,PHY1020 1,PHY1020
21006750,PHY1108 6,PHY1108
21006750,PHY2302 7,PHY2302
21006750,PHY2500 3,PHY2500
21006752,BIO2206 1,BIO2206
21006752,CHE1081 12CLCCNS,CHE1081 CLCCNS
21006752,GEO1050 4,GEO1050
21006752,HIS1056 8,HIS1056
21006752,MAT1091 2,MAT1091
21006752,PHI1002 4,PHI1002
21006753,GEO1050 3,GEO1050
21006753,MAT2317 5CLCMTKHTT,MAT2317 CLCMTKHTT
21006753,MAT2502 5CLCMTKHTT,MAT2502 CLCMTKHTT
21006753,MAT3500 4CLCMTKHTT,MAT3500 CLCMTKHTT
21006753,PHY1100 9,PHY1100
21006762,CHE1057 2,CHE1057
21006762,CHE1081 8,CHE1081
21006762,GEO1050 4,GEO1050
21006762,HIS1001 8,HIS1001
21006762,MAT1091 1,MAT1091
21006762,MAT1101 7,MAT1101
21006762,PHI1002 5,PHI1002
21006763,PHY1106 QTL,PHY1106 QTL
21006763,PHY1108 7,PHY1108
21006763,PHY2502 2,PHY2502
21006780,HIS1056 7,HIS1056
21006780,PHI1002 10,PHI1002
21006780,PHY1113 2,PHY1113
21006780,PHY2302 2,PHY2302
21006782,HIS1056 5,HIS1056
21006782,MAT2301 3,MAT2301
21006782,MAT2303 3,MAT2303
21006782,PHY1103 5,PHY1103
21006790,CHE1052 3CLCCNH,CHE1052 CLCCNH
21006790,GEO1050 5,GEO1050
21006790,MAT1092 10CLCHD,MAT1092 CLCHD
21006790,PHY1103 19CLCHD,PHY1103 CLCHD
21006790,POL1001 5,POL1001
21006792,BIO2202 7,BIO2202
21006792,CHE1081 5,CHE1081
21006792,HIS1056 3,HIS1056
21006792,MAT1101 12,MAT1101
21006792,PHY1103 11,PHY1103
21006797,CHE1081 6,CHE1081
21006797,HIS1056 3,HIS1056
21006797,MAT1101 3,MAT1101
21006797,PHI1002 1,PHI1002
21006797,PHY1103 2,PHY1103
21006806,CHE1052 3CLCCNH,CHE1052 CLCCNH
21006806,CHE1099E 2TTH,CHE1099E TTH
21006806,MAT1092 9CLCCNH,MAT1092 CLCCNH
21006806,MAT1101 4,MAT1101
21006806,PHY1103 17CLCCNH,PHY1103 CLCCNH
21006821,HIS1056 7,HIS1056
21006821,MAT2301 3,MAT2301
21006821,MAT2303 3,MAT2303
21006828,CHE1052 4CLCHD,CHE1052 CLCHD
21006828,GEO1050 5,GEO1050
21006828,MAT1092 10CLCHD,MAT1092 CLCHD
21006828,PHY1103 18CLCHD,PHY1103 CLCHD
21006845,CHE1052,CHE1052
21006845,HIS1056 5,HIS1056
21006845,MAT1092 1,MAT1092
21006845,PHI1002 5,PHI1002
21006845,PHY1103 2,PHY1103
21006848,BIO3201 4,BIO3201
21006848,CHE1057 3,CHE1057
21006848,CHE1081 5,CHE1081
21006848,MAT1091 8,MAT1091
21006848,PHI1002 8,PHI1002
21006848,PHY1103 11,PHY1103
21006850,CHE1095E TTH,CHE1095E TTH
21006850,CHE1099E 2TTH,CHE1099E TTH
21006850,HIS1056 2,HIS1056
21006850,MAT1092 12TTH,MAT1092 TTH
21006850,PHI1002 12,PHI1002
21006850,PHY1161 2TTH,PHY1161 TTH
21006856,BIO2045E 1CLCCNS,BIO2045E CLCCNS
21006856,BIO3178 8CLCCNS,BIO3178 CLCCNS
21006856,BIO3302E 4CLCCNS,BIO3302E CLCCNS
21006856,CHE1081 12CLCCNS,CHE1081 CLCCNS
21006856,CHE1095E TTH,CHE1095E TTH
21006856,CHE1099E 2TTH,CHE1099E TTH
21006856,GEO1050 1,GEO1050
21006856,HIS1056 3,HIS1056
21006856,MAT1092 12TTH,MAT1092 TTH
21006856,MAT1192 6CLCCNS,MAT1192 CLCCNS
21006856,PHI1002 1,PHI1002
21006856,PHY1108 5,PHY1108
21006856,PHY1113 3,PHY1113
21006856,PHY1161 2TTH,PHY1161 TTH
21006856,PHY2302 5,PHY2302
21006869,MAT2317 6CLCMTKHTT,MAT2317 CLCMTKHTT
21006869,MAT2403 4CLCMTKHTT,MAT2403 CLCMTKHTT
21006869,MAT2502 4CLCMTKHTT,MAT2502 CLCMTKHTT
21006869,MAT3373E 2CLCMTKHTT,MAT3373E CLCMTKHTT
21006869,PHI1002 10,PHI1002
21006869,PHY1103 14CLCMTKHTT,PHY1103 CLCMTKHTT
21006876,PHY1020 3,PHY1020
21006876,PHY1108 4,PHY1108
21006876,PHY2302 5,PHY2302
21006879,MAT2502 1,MAT2502
21006879,MAT3500 2,MAT3500
21006879,PHY1100 11,PHY1100
21006884,GEO2300 2,GEO2300
21006884,GEO3237,GEO3237
21006884,HIS1056 4,HIS1056
21006884,MAT1091 5,MAT1091
21006884,PHY1100 13,PHY1100
21006889,HIS1056 6,HIS1056
21006889,HMO2021,HMO2021
21006889,HMO2106,HMO2106
21006889,MAT1092 3,MAT1092
21006889,PHY1103 11,PHY1103
21006892,CHE1052 3CLCCNH,CHE1052 CLCCNH
21006892,GEO1050 2,GEO1050
21006892,MAT1092 8CLCCNH,MAT1092 CLCCNH
21006892,PHI1002 6,PHI1002
21006892,PHY1103 16CLCCNH,PHY1103 CLCCNH
21006902,CHE1052 3CLCCNH,CHE1052 CLCCNH
21006902,GEO1050 4,GEO1050
21006902,MAT1092 8CLCCNH,MAT1092 CLCCNH
21006902,PHI1002 3,PHI1002
21006902,PHY1103 16CLCCNH,PHY1103 CLCCNH
21006903,GEO2300 2,GEO2300
21006903,GEO3237,GEO3237
21006903,HIS1056 7,HIS1056
21006903,MAT1091 3,MAT1091
21006903,PHY1100 12,PHY1100
21006906,BIO3201 4,BIO3201
21006906,CHE1057 4,CHE1057
21006906,HIS1056 4,HIS1056
21006906,MAT1091 7,MAT1091
21006906,PHY1103 5,PHY1103
21006908,GEO1050 1,GEO1050
21006908,MAT2317 3CLCMTKHTT,MAT2317 CLCMTKHTT
21006908,MAT2502 3CLCMTKHTT,MAT2502 CLCMTKHTT
21006908,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
21006910,BIO2202 6,BIO2202
21006910,CHE1081 6,CHE1081
21006910,HIS1056 3,HIS1056
21006910,MAT1101 3,MAT1101
21006920,BIO2202 6,BIO2202
21006920,CHE1081 6,CHE1081
21006920,HIS1056 3,HIS1056
21006920,PHY1103 5,PHY1103
21006926,CHE1080 5,CHE1080
21006926,GEO2300 2,GEO2300
21006926,MAT1091 4,MAT1091
21006926,PHY1100 13,PHY1100
21006927,BIO2045E 3CLCCNS,BIO2045E CLCCNS
21006927,BIO2403E 6CLCCNS,BIO2403E CLCCNS
21006927,BIO3178 8CLCCNS,BIO3178 CLCCNS
21006927,CHE1081 13CLCCNS,CHE1081 CLCCNS
21006927,MAT1192 7CLCCNS,MAT1192 CLCCNS
21006929,PHY1020 3,PHY1020
21006929,PHY1108 5,PHY1108
21006929,PHY1113 4,PHY1113
21006929,PHY2302 4,PHY2302
21006930,PHY1020 2,PHY1020
21006930,PHY1108 7,PHY1108
21006930,PHY1113 1,PHY1113
21006941,GEO2300 2,GEO2300
21006941,GEO3237,GEO3237
21006941,HIS1056 9,HIS1056
21006941,MAT1091 7,MAT1091
21006941,PHY1100 13,PHY1100
21006943,GEO1050 2,GEO1050
21006943,HIS1056 5,HIS1056
21006943,PHI1002 1,PHI1002
21006943,PHY1108 2,PHY1108
21006943,PHY2500 3,PHY2500
21006943,PHY3302,PHY3302
21006949,GEO3209,GEO3209
21006949,HIS1056 8,HIS1056
21006949,MAT1091 1,MAT1091
21006970,BIO2202 6,BIO2202
21006970,CHE1081 3,CHE1081
21006970,HIS1056 4,HIS1056
21006970,MAT1101 5,MAT1101
21006975,GEO2300 3,GEO2300
21006975,GEO2400 2,GEO2400
21006975,GEO2404 1,GEO2404
21006975,GEO3402 1,GEO3402
21006975,MAT1091 7,MAT1091
21006976,CHE1052 2CLCCNH,CHE1052 CLCCNH
21006976,GEO1050 6,GEO1050
21006976,MAT1092 9CLCCNH,MAT1092 CLCCNH
21006976,PHY1103 14CLCMTKHTT,PHY1103 CLCMTKHTT
21006980,CHE1052 5CLCHD,CHE1052 CLCHD
21006980,GEO1050 3,GEO1050
21006980,HIS1001 3,HIS1001
21006980,MAT1092 8CLCCNH,MAT1092 CLCCNH
21006980,PHY1103 14CLCMTKHTT,PHY1103 CLCMTKHTT
21006989,GEO2300 3,GEO2300
21006989,GEO2400 2,GEO2400
21006989,GEO2404 1,GEO2404
21006989,GEO3402 1,GEO3402
21006989,HIS1056 6,HIS1056
21006989,MAT1091 8,MAT1091
21006997,CHE1052 3CLCCNH,CHE1052 CLCCNH
21006997,HIS1056 6,HIS1056
21006997,MAT1092 10CLCHD,MAT1092 CLCHD
21006997,PHI1002 8,PHI1002
21006997,PHY1103 19CLCHD,PHY1103 CLCHD
21007023,GEO2300 1,GEO2300
21007023,GEO2304,GEO2304
21007023,GEO2404 2,GEO2404
21007023,GEO3402 2,GEO3402
21007023,PHY1020 4CTĐB,PHY1020 CTĐB
21007030,CHE1080 3,CHE1080
21007030,GEO1050 3,GEO1050
21007030,PHY1108 4,PHY1108
21007030,PHY2302 7,PHY2302
21007030,PHY2304 5,PHY2304
21007031,CHE1081 10,CHE1081
21007031,EVS2302 5CTĐB,EVS2302 CTĐB
21007031,EVS3402 CTĐB,EVS3402 CTĐB
21007031,HIS1056 2,HIS1056
21007031,MAT1092 1,MAT1092
21007031,PHY1100E CLCCNKTMT,PHY1100E CLCCNKTMT
21007034,MAT1092 3,MAT1092
21007034,MAT1101 6,MAT1101
21007034,PHI1002 3,PHI1002
