MSV,classCode,subjectCode
19004222,CHE1075,CHE1075
19004222,CHE1084,CHE1084
19004222,HIS1001 2,HIS1001
19004223,GEO2320 2,GEO2320
19004223,GEO3265,GEO3265
19004223,GEO3269,GEO3269
19004223,GEO3270,GEO3270
19004223,PHI1002 9,PHI1002
19004223,POL1001 2,POL1001
19004235,BIO2088 2,BIO2088
19004235,BIO2220 4,BIO2220
19004235,BIO3252 3,BIO3252
19004235,BIO3302 2,BIO3302
19004235,BIO3304 2,BIO3304
19004237,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
19004237,MAT3373E 1CLCMTKHTT,MAT3373E CLCMTKHTT
19004237,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
19004237,MAT3562E 2CLCMTKHTT,MAT3562E CLCMTKHTT
19004249,BIO2044,BIO2044
19004249,BIO2045 1,BIO2045
19004249,BIO2092,BIO2092
19004249,BIO2201 3,BIO2201
19004249,BIO2202 3,BIO2202
19004249,BIO2206 3,BIO2206
19004249,BIO3252 3,BIO3252
19004261,BIO2127 2CLCCNS,BIO2127 CLCCNS
19004261,BIO2215E 5CLCCNS,BIO2215E CLCCNS
19004261,BIO2516 4CLCCNS,BIO2516 CLCCNS
19004261,BIO2800 5CLCCNS,BIO2800 CLCCNS
19004261,BIO3302E 5CLCCNS,BIO3302E CLCCNS
19004261,BIO3802E 2CLCCNS,BIO3802E CLCCNS
19004261,MAT1091 3,MAT1091
19004261,PHI1002 1,PHI1002
19004264,GLO3122,GLO3122
19004264,GLO3158,GLO3158
19004264,GLO3198,GLO3198
19004264,GLO3228,GLO3228
19004264,GLO3229,GLO3229
19004270,PHY2064E QTL,PHY2064E QTL
19004270,PHY2304E QTL,PHY2304E QTL
19004270,PHY2306E QTL,PHY2306E QTL
19004270,PHY3508E QTL,PHY3508E QTL
19004270,PHY3608E QTL,PHY3608E QTL
19004278,CHE1080 1,CHE1080
19004278,GEO2320 2,GEO2320
19004278,GEO3265,GEO3265
19004278,GEO3269,GEO3269
19004278,GEO3270,GEO3270
19004278,GEO3305,GEO3305
19004278,PHI1002 2,PHI1002
19004284,GEO2304,GEO2304
19004284,GEO3143,GEO3143
19004284,GEO3360,GEO3360
19004284,MAT1091 7,MAT1091
19004284,MAT1101 11,MAT1101
19004284,PHY1103 1,PHY1103
19004285,EVS2017,EVS2017
19004285,EVS2109,EVS2109
19004285,EVS3244 1,EVS3244
19004285,EVS3409,EVS3409
19004285,EVS4071 6,EVS4071
19004285,MAT1101 7,MAT1101
19004285,POL1001 8,POL1001
19004298,BIO2088 4,BIO2088
19004298,BIO2201 1,BIO2201
19004298,BIO2220 2,BIO2220
19004298,BIO3302 2,BIO3302
19004298,BIO3303 3,BIO3303
19004298,BIO3304 1,BIO3304
19004299,EVS2017,EVS2017
19004299,EVS2109,EVS2109
19004299,EVS3244 1,EVS3244
19004299,EVS3248,EVS3248
19004299,EVS3409,EVS3409
19004299,PHI1002 12,PHI1002
19004304,CHE1052,CHE1052
19004304,CHE1075,CHE1075
19004304,CHE1079,CHE1079
19004304,CHE3045,CHE3045
19004304,CHE3253,CHE3253
19004304,CHE3254,CHE3254
19004304,HIS1001 2,HIS1001
19004315,BIO2044,BIO2044
19004315,BIO2045 1,BIO2045
19004315,BIO2092,BIO2092
19004315,BIO2201 4,BIO2201
19004315,BIO2202 3,BIO2202
19004315,BIO2206 3,BIO2206
19004315,BIO3252 2,BIO3252
19004348,BIO2044,BIO2044
19004348,BIO2045 2,BIO2045
19004348,BIO2092,BIO2092
19004348,BIO2220 4,BIO2220
19004348,BIO3252 2,BIO3252
19004348,BIO3258 2,BIO3258
19004348,CHE1057 1,CHE1057
19004370,HIS1001 6,HIS1001
19004370,MAT2403 4CLCMTKHTT,MAT2403 CLCMTKHTT
19004370,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
19004370,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
19004385,PHY1113 5,PHY1113
19004385,PHY3606,PHY3606
19004385,PHY3608,PHY3608
19004390,CHE1075,CHE1075
19004390,CHE3045,CHE3045
19004390,CHE3253,CHE3253
19004390,CHE3254,CHE3254
19004395,BIO2127 1CLCCNS,BIO2127 CLCCNS
19004395,BIO2215E 1CLCCNS,BIO2215E CLCCNS
19004395,BIO2516 2CLCCNS,BIO2516 CLCCNS
19004395,BIO2800 1CLCCNS,BIO2800 CLCCNS
19004395,BIO3302E 1CLCCNS,BIO3302E CLCCNS
19004395,BIO3802E 1CLCCNS,BIO3802E CLCCNS
19004395,CHE1057 2,CHE1057
19004397,BIO2127 1CLCCNS,BIO2127 CLCCNS
19004397,BIO2215E 1CLCCNS,BIO2215E CLCCNS
19004397,BIO2516 1CLCCNS,BIO2516 CLCCNS
19004397,BIO2800 1CLCCNS,BIO2800 CLCCNS
19004397,BIO3302E 1CLCCNS,BIO3302E CLCCNS
19004397,MAT1101 10,MAT1101
19004404,CHE1075,CHE1075
19004404,CHE1079,CHE1079
19004404,CHE3045,CHE3045
19004404,CHE3253,CHE3253
19004404,CHE3254,CHE3254
19004404,GEO1050 6,GEO1050
19004408,BIO2127 1CLCCNS,BIO2127 CLCCNS
19004408,BIO2215E 2CLCCNS,BIO2215E CLCCNS
19004408,BIO2516 1CLCCNS,BIO2516 CLCCNS
19004408,BIO2800 1CLCCNS,BIO2800 CLCCNS
19004408,BIO3302E 3CLCCNS,BIO3302E CLCCNS
19004408,BIO3802E 1CLCCNS,BIO3802E CLCCNS
19004410,BIO2405E QTS,BIO2405E QTS
19004410,BIO3227E QTS,BIO3227E QTS
19004410,BIO3252E QTS,BIO3252E QTS
19004410,BIO3370E QTS,BIO3370E QTS
19004410,BIO3372E QTS,BIO3372E QTS
19004410,CHE2121 TNH,CHE2121 TNH
19004410,CHE2130 TNH,CHE2130 TNH
19004410,CHE2131 TNH,CHE2131 TNH
19004418,MAT2306 2,MAT2306
19004418,MAT2407 1,MAT2407
19004418,MAT3347 1,MAT3347
19004449,BIO2089 TNS,BIO2089 TNS
19004449,BIO2504 TNS,BIO2504 TNS
19004449,BIO3257 TNS,BIO3257 TNS
19004449,BIO3377 TNS,BIO3377 TNS
19004449,BIO3701 TNS,BIO3701 TNS
19004449,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
19004449,MAT3373E 1CLCMTKHTT,MAT3373E CLCMTKHTT
19004449,MAT3517E 2CLCMTKHTT,MAT3517E CLCMTKHTT
19004449,PHI1002 4,PHI1002
19004472,GEO2320 2,GEO2320
19004472,GEO3265,GEO3265
19004472,GEO3269,GEO3269
19004472,GEO3270,GEO3270
19004477,CHE1067 1CLCHD,CHE1067 CLCHD
19004477,CHE1075E 1CLCHD,CHE1075E CLCHD
19004477,CHE2030E 1CLCHD,CHE2030E CLCHD
19004477,CHE3283 1CLCHD,CHE3283 CLCHD
19004477,GEO1050 6,GEO1050
19004477,PHI1002 5,PHI1002
19004486,MAT2411E 2CLCMTKHTT,MAT2411E CLCMTKHTT
19004486,MAT3373E 2CLCMTKHTT,MAT3373E CLCMTKHTT
19004486,MAT3533 3CLCMTKHTT,MAT3533 CLCMTKHTT
19004486,MAT3562E 1CLCMTKHTT,MAT3562E CLCMTKHTT
19004492,PHY1113 7,PHY1113
19004492,PHY2302 7,PHY2302
19004492,PHY3508 2,PHY3508
19004492,PHY3608,PHY3608
19004495,BIO2127 1CLCCNS,BIO2127 CLCCNS
19004495,BIO2215E 2CLCCNS,BIO2215E CLCCNS
19004495,BIO2516 3CLCCNS,BIO2516 CLCCNS
19004495,BIO2800 2CLCCNS,BIO2800 CLCCNS
19004495,BIO3302E 2CLCCNS,BIO3302E CLCCNS
19004495,BIO3802E 1CLCCNS,BIO3802E CLCCNS
19004495,GEO1050 3,GEO1050
19004496,GEO2320 2,GEO2320
19004496,GEO3265,GEO3265
19004496,GEO3269,GEO3269
19004496,GEO3270,GEO3270
19004496,HIS1001 12,HIS1001
19004496,PHY1103 7,PHY1103
19004515,MAT3373,MAT3373
19004515,MAT3452 1,MAT3452
19004515,MAT3525,MAT3525
19004515,MAT3539 2,MAT3539
19004520,HIS1001 8,HIS1001
19004520,PHY3167 1,PHY3167
19004520,PHY3302,PHY3302
19004537,CHE1048,CHE1048
19004537,CHE1084,CHE1084
19004537,CHE1090,CHE1090
19004537,GEO1050 1,GEO1050
19004539,MAT3373,MAT3373
19004539,MAT3539 2,MAT3539
19004565,HIS1001 6,HIS1001
19004565,MAT2311 2TNT,MAT2311 TNT
19004565,MAT2318 1,MAT2318
19004565,MAT3101 TNT,MAT3101 TNT
19004565,MAT3306,MAT3306
19004565,MAT3318 2TNT,MAT3318 TNT
19004565,MAT3322 TNT,MAT3322 TNT
19004565,MAT3347 2,MAT3347
19004565,POL1001 3,POL1001
19004568,MAT2306 1,MAT2306
19004568,MAT2407 1,MAT2407
19004568,MAT3301,MAT3301
19004568,MAT3306,MAT3306
19004568,MAT3347 1,MAT3347
19004580,EVS3158,EVS3158
19004580,EVS3232,EVS3232
19004580,EVS3244 2,EVS3244
19004580,EVS3287,EVS3287
19004580,EVS4073 2,EVS4073
19004580,PHY1100 12,PHY1100
19004591,CHE1081 4,CHE1081
19004591,CHE1084,CHE1084
19004591,EVS3158,EVS3158
19004591,EVS3232,EVS3232
19004591,EVS3244 1,EVS3244
19004591,EVS3287,EVS3287
19004591,EVS4073 2,EVS4073
19004591,HIS1001 11,HIS1001
19004591,PHY1100 13,PHY1100
19004591,PHY2306,PHY2306
19004591,POL1001 12,POL1001
19004599,GEO2320 2,GEO2320
19004599,GEO3265,GEO3265
19004599,GEO3269,GEO3269
19004599,GEO3270,GEO3270
19004599,HIS1001 12,HIS1001
19004599,MAT1192 1,MAT1192
19004599,PHI1002 9,PHI1002
19004603,BIO2043 CLCCNS,BIO2043 CLCCNS
19004603,BIO2127 1CLCCNS,BIO2127 CLCCNS
19004603,BIO2215E 2CLCCNS,BIO2215E CLCCNS
19004603,BIO2516 2CLCCNS,BIO2516 CLCCNS
19004603,BIO2800 2CLCCNS,BIO2800 CLCCNS
19004603,BIO3302E 2CLCCNS,BIO3302E CLCCNS
19004603,BIO3802E 1CLCCNS,BIO3802E CLCCNS
19004603,PHI1002 12,PHI1002
19004612,PHI1002 11,PHI1002
19004612,PHY1113 2,PHY1113
19004612,PHY3508 2,PHY3508
19004612,PHY3606,PHY3606
19004612,PHY3608,PHY3608
19004613,MAT2407 2,MAT2407
19004613,MAT3452 2,MAT3452
19004613,MAT3525,MAT3525
19004613,MAT3533,MAT3533
19004639,HIS1001 4,HIS1001
19004639,MAT2411E 2CLCMTKHTT,MAT2411E CLCMTKHTT
19004639,MAT3373E 2CLCMTKHTT,MAT3373E CLCMTKHTT
19004639,MAT3533 2CLCMTKHTT,MAT3533 CLCMTKHTT
19004639,MAT3562E 2CLCMTKHTT,MAT3562E CLCMTKHTT
19004650,EVS2017,EVS2017
19004650,EVS2109,EVS2109
19004650,EVS3244 1,EVS3244
19004650,EVS3248,EVS3248
19004650,EVS3409,EVS3409
19004650,HIS1056 1,HIS1056
19004658,BIO2088 3,BIO2088
19004658,BIO2220 3,BIO2220
19004658,BIO3302 1,BIO3302
19004658,BIO3303 4,BIO3303
19004658,BIO3304 2,BIO3304
19004658,MAT1101 10,MAT1101
19004659,CHE1048,CHE1048
19004659,CHE1067 3,CHE1067
19004659,CHE1075,CHE1075
19004659,CHE1090,CHE1090
19004659,CHE2130E TTH,CHE2130E TTH
19004659,CHE2145E TTH,CHE2145E TTH
19004659,CHE3212 TTH,CHE3212 TTH
19004659,HIS1001 7,HIS1001
19004659,MAT1101 5,MAT1101
19004665,BIO2088 4,BIO2088
19004665,BIO2220 3,BIO2220
19004665,BIO3302 4,BIO3302
19004665,BIO3303 4,BIO3303
19004665,BIO3304 4,BIO3304
19004665,MAT1101 3,MAT1101
19004666,PHI1002 6,PHI1002
19004666,PHY3167 1,PHY3167
19004666,PHY3302,PHY3302
19004693,BIO2089 TNS,BIO2089 TNS
19004693,BIO2504 TNS,BIO2504 TNS
19004693,BIO3257 TNS,BIO3257 TNS
19004693,BIO3377 TNS,BIO3377 TNS
19004693,BIO3701 TNS,BIO3701 TNS
19004693,POL1001 8,POL1001
19004711,CHE1081 6,CHE1081
19004711,E363 TTKHMT,E363 TTKHMT
19004711,E476 TTKHMT,E476 TTKHMT
19004716,CHE1075,CHE1075
19004716,CHE1084,CHE1084
19004717,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
19004717,MAT3373E 1CLCMTKHTT,MAT3373E CLCMTKHTT
19004717,MAT3533 2CLCMTKHTT,MAT3533 CLCMTKHTT
19004717,MAT3562E 1CLCMTKHTT,MAT3562E CLCMTKHTT
19004725,MAT2034,MAT2034
19004725,MAT3373,MAT3373
19004725,MAT3452 1,MAT3452
19004730,CHE1067 1CLCHD,CHE1067 CLCHD
19004730,CHE2030E 1CLCHD,CHE2030E CLCHD
19004730,CHE3283 1CLCHD,CHE3283 CLCHD
19004730,GEO1050 6,GEO1050
19004738,BIO2088 3,BIO2088
19004738,BIO2220 3,BIO2220
19004738,BIO3302 2,BIO3302
19004738,BIO3303 1,BIO3303
19004738,BIO3304 4,BIO3304
19004739,PHI1002 6,PHI1002
19004739,PHY2304 6,PHY2304
19004739,PHY3163,PHY3163
19004739,PHY3606,PHY3606
19004739,PHY3608,PHY3608
19004746,CHE1075,CHE1075
19004746,CHE3045,CHE3045
19004746,CHE3253,CHE3253
19004746,CHE3254,CHE3254
19004746,POL1001 1,POL1001
19004748,GLO3122,GLO3122
19004748,GLO3158,GLO3158
19004748,GLO3198,GLO3198
19004748,GLO3228,GLO3228
19004748,GLO3229,GLO3229
19004751,BIO2088 2,BIO2088
19004751,BIO2220 2,BIO2220
19004751,BIO3302 2,BIO3302
19004751,BIO3303 2,BIO3303
19004751,BIO3304 2,BIO3304
19004754,MAT2306 2,MAT2306
19004754,MAT2311,MAT2311
19004754,MAT2407 1,MAT2407
19004754,MAT3306,MAT3306
19004754,MAT3347 1,MAT3347
19004767,HIS1001 11,HIS1001
19004767,HIS1056 4,HIS1056
19004767,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
19004767,MAT3373E 1CLCMTKHTT,MAT3373E CLCMTKHTT
19004767,MAT3533 2CLCMTKHTT,MAT3533 CLCMTKHTT
19004771,BIO2088 1,BIO2088
19004771,BIO2220 2,BIO2220
19004771,BIO3302 3,BIO3302
19004771,BIO3303 2,BIO3303
19004771,BIO3304 4,BIO3304
19004771,HIS1001 9,HIS1001
19004771,POL1001 11,POL1001
19004781,PHI1002 6,PHI1002
19004781,PHY1108 7,PHY1108
19004781,PHY3167 2,PHY3167
19004781,PHY3302,PHY3302
19004813,CHE1048,CHE1048
19004813,CHE1067 3,CHE1067
19004813,HIS1001 7,HIS1001
19004813,MAT1092 1,MAT1092
19004813,PHI1002 5,PHI1002
19004813,PHY1103 11,PHY1103
19004813,POL1001 2,POL1001
19004820,CHE1048 2CLCCNH,CHE1048 CLCCNH
19004820,CHE1067 1CLCHD,CHE1067 CLCHD
19004820,CHE2030E 2CLCHD,CHE2030E CLCHD
19004820,CHE3283 1CLCHD,CHE3283 CLCHD
19004822,BIO2088 4,BIO2088
19004822,BIO2201 1,BIO2201
19004822,BIO2220 2,BIO2220
19004822,BIO3302 2,BIO3302
19004822,BIO3303 3,BIO3303
19004822,BIO3304 1,BIO3304
19004823,GEO2320 2,GEO2320
19004823,GEO3265,GEO3265
19004823,GEO3269,GEO3269
19004823,GEO3270,GEO3270
19004823,PHY1100 11,PHY1100
19004826,CHE1084,CHE1084
19004826,CHE1090,CHE1090
19004826,MAT1091 4,MAT1091
19004827,EVS3158,EVS3158
19004827,EVS3232,EVS3232
19004827,EVS3244 2,EVS3244
19004827,EVS3287,EVS3287
19004827,EVS4073 1,EVS4073
19004828,CHE1075,CHE1075
19004828,CHE1084,CHE1084
19004828,CHE3045,CHE3045
19004828,MAT1101 7,MAT1101
19004839,BIO2089 TNS,BIO2089 TNS
19004839,BIO2504 TNS,BIO2504 TNS
19004839,BIO3257 TNS,BIO3257 TNS
19004839,BIO3377 TNS,BIO3377 TNS
19004839,HIS1001 1,HIS1001
19004839,MAT1292 2TNS,MAT1292 TNS
19004848,MAT2034,MAT2034
19004848,MAT3373,MAT3373
19004848,MAT3452 1,MAT3452
19004886,CHE3300 1,CHE3300
19004886,HIS1001 6,HIS1001
19004890,CHE1075,CHE1075
19004890,CHE1079,CHE1079
19004890,CHE3045,CHE3045
19004890,CHE3253,CHE3253
19004890,CHE3254,CHE3254
19004899,CHE1080 5,CHE1080
19004899,GEO2320 2,GEO2320
19004899,GEO3265,GEO3265
19004899,GEO3270,GEO3270
19004899,MAT1091 4,MAT1091
19004899,PHI1002 9,PHI1002
19004899,PHY1103 4,PHY1103
19004901,MAT3365,MAT3365
19004901,MAT3500 1,MAT3500
19004901,POL1001 4,POL1001
19004905,CHE1052 4CLCHD,CHE1052 CLCHD
19004905,CHE1067 1CLCHD,CHE1067 CLCHD
19004905,CHE2030E 2CLCHD,CHE2030E CLCHD
19004905,CHE3283 1CLCHD,CHE3283 CLCHD
19004905,CHE3302 2CLCHD,CHE3302 CLCHD
19004908,EVS2017,EVS2017
19004908,EVS2109,EVS2109
19004908,EVS3241,EVS3241
19004908,EVS3248,EVS3248
19004908,EVS3409,EVS3409
19004908,HIS1001 10,HIS1001
19004908,PHI1002 10,PHI1002
19004913,BIO2044,BIO2044
19004913,BIO2045 2,BIO2045
19004913,BIO2092,BIO2092
19004913,BIO2201 3,BIO2201
19004913,BIO2202 1,BIO2202
19004913,HIS1001 2,HIS1001
19004917,MAT2314,MAT2314
19004917,MAT2406,MAT2406
19004917,MAT2407 1,MAT2407
19004922,BIO2127 1CLCCNS,BIO2127 CLCCNS
19004922,BIO2215E 2CLCCNS,BIO2215E CLCCNS
19004922,BIO2516 2CLCCNS,BIO2516 CLCCNS
19004922,BIO2800 2CLCCNS,BIO2800 CLCCNS
19004922,BIO3302E 2CLCCNS,BIO3302E CLCCNS
19004922,BIO3802E 1CLCCNS,BIO3802E CLCCNS
19004926,EVS3158,EVS3158
19004926,EVS3232,EVS3232
19004926,EVS3244 2,EVS3244
19004926,EVS3287,EVS3287
19004926,EVS4073 1,EVS4073
19004926,POL1001 1,POL1001
19004945,BIO2127 2CLCCNS,BIO2127 CLCCNS
19004945,BIO2215E 5CLCCNS,BIO2215E CLCCNS
19004945,BIO2516 4CLCCNS,BIO2516 CLCCNS
19004945,BIO2800 5CLCCNS,BIO2800 CLCCNS
19004945,BIO3302E 5CLCCNS,BIO3302E CLCCNS
19004945,BIO3802E 2CLCCNS,BIO3802E CLCCNS
19004945,MAT1091 3,MAT1091
19004949,CHE1048 2CLCCNH,CHE1048 CLCCNH
19004949,CHE3045E CLCCNH,CHE3045E CLCCNH
19004949,CHE3253 2CLCCNH,CHE3253 CLCCNH
19004949,CHE3254 2CLCCNH,CHE3254 CLCCNH
19004958,MAT2406,MAT2406
19004958,MAT3365,MAT3365
19004958,MAT3452 1,MAT3452
19004958,MAT3525,MAT3525
19004959,CHE1084,CHE1084
19004987,BIO2044,BIO2044
19004987,BIO2045 2,BIO2045
19004987,BIO2092,BIO2092
19004987,BIO2201 3,BIO2201
19004987,BIO2202 2,BIO2202
19004987,BIO3252 2,BIO3252
19004987,BIO3258 2,BIO3258
19004996,MAT2411E 1CLCMTKHTT,MAT2411E CLCMTKHTT
19004996,MAT3373E 1CLCMTKHTT,MAT3373E CLCMTKHTT
19004996,MAT3533 2CLCMTKHTT,MAT3533 CLCMTKHTT
19004996,MAT3562E 1CLCMTKHTT,MAT3562E CLCMTKHTT
19004996,POL1001 5,POL1001
19005011,MAT1076,MAT1076
19005011,MAT2306 1,MAT2306
19005011,MAT2311,MAT2311
19005011,MAT3306,MAT3306
19005011,MAT3347 1,MAT3347
19005017,BIO2044,BIO2044
19005017,BIO2045 2,BIO2045
19005017,BIO2092,BIO2092
19005017,BIO2201 3,BIO2201
19005017,BIO2202 2,BIO2202
19005017,BIO2203 1,BIO2203
19005017,BIO2206 1,BIO2206
19005017,BIO3252 1,BIO3252
19005017,PHY1113 7,PHY1113
19005017,PHY3608 2TNL,PHY3608 TNL
19005034,BIO2088 4,BIO2088
19005034,BIO2220 3,BIO2220
19005034,BIO3302 1,BIO3302
19005034,BIO3303 2,BIO3303
19005034,BIO3304 3,BIO3304
19005034,HIS1001 5,HIS1001
19005034,MAT1101 13,MAT1101
19005040,PHY2064E QTL,PHY2064E QTL
19005040,PHY2306E QTL,PHY2306E QTL
19005040,PHY3508E QTL,PHY3508E QTL
19005040,PHY3608E QTL,PHY3608E QTL
19005042,MAT3373E 2CLCMTKHTT,MAT3373E CLCMTKHTT
19005042,MAT3500 3CLCMTKHTT,MAT3500 CLCMTKHTT
19005042,MAT3517E 2CLCMTKHTT,MAT3517E CLCMTKHTT
19005042,MAT3539 1,MAT3539
19005042,MAT3551E 4CLCMTKHTT,MAT3551E CLCMTKHTT
19005045,E363 TTKHMT,E363 TTKHMT
19005045,E476 TTKHMT,E476 TTKHMT
19005055,GEO2016,GEO2016
19005055,GEO2025,GEO2025
19005055,GEO2320 1,GEO2320
19005055,HIS1056 2,HIS1056
19005055,MAT1192 4,MAT1192
19005055,PHI1002 1,PHI1002
19005055,PHY1103 1,PHY1103
19005059,BIO2127 2CLCCNS,BIO2127 CLCCNS
19005059,BIO2215E 4CLCCNS,BIO2215E CLCCNS
19005059,BIO2516 5CLCCNS,BIO2516 CLCCNS
19005059,BIO2800 4CLCCNS,BIO2800 CLCCNS
19005059,BIO3302E 4CLCCNS,BIO3302E CLCCNS
19005059,BIO3802E 2CLCCNS,BIO3802E CLCCNS
19005066,GLO3122,GLO3122
19005066,GLO3158,GLO3158
19005066,GLO3198,GLO3198
19005066,GLO3228,GLO3228
19005066,GLO3229,GLO3229
19005066,MAT1090 1,MAT1090
19005072,CHE1052 3CLCCNH,CHE1052 CLCCNH
19005072,CHE1067 2CLCHD,CHE1067 CLCHD
19005072,CHE2030E 2CLCHD,CHE2030E CLCHD
19005072,PHI1002 6,PHI1002
19005075,BIO2044,BIO2044
19005075,BIO2045 1,BIO2045
19005075,BIO2092,BIO2092
19005075,BIO2201 4,BIO2201
19005075,BIO2202 4,BIO2202
19005075,BIO3258 2,BIO3258
19005076,EVS2017,EVS2017
19005076,EVS2109,EVS2109
19005076,EVS3241,EVS3241
19005076,EVS3248,EVS3248
19005076,EVS3409,EVS3409
19005076,HIS1001 10,HIS1001
19005079,GEO2320 2,GEO2320
19005079,GEO3265,GEO3265
19005079,GEO3269,GEO3269
19005079,GEO3270,GEO3270
19005079,HIS1001 4,HIS1001
19005079,MAT2411E 2CLCMTKHTT,MAT2411E CLCMTKHTT
19005079,MAT3373E 2CLCMTKHTT,MAT3373E CLCMTKHTT
19005079,MAT3533 2CLCMTKHTT,MAT3533 CLCMTKHTT
19005079,PHI1002 7,PHI1002
19005079,POL1001 5,POL1001
19005083,GEO2320 2,GEO2320
19005083,GEO3265,GEO3265
19005083,GEO3269,GEO3269
19005083,GEO3270,GEO3270
19005083,PHY1100 14,PHY1100
19005092,MAT2034,MAT2034
19005092,MAT2403 2,MAT2403
19005092,MAT3373,MAT3373
19005092,MAT3452 1,MAT3452
19005102,BIO2088 3,BIO2088
19005102,BIO2220 4,BIO2220
19005102,BIO3302 3,BIO3302
19005102,BIO3303 3,BIO3303
19005102,BIO3304 3,BIO3304
19005106,BIO2088 3,BIO2088
19005106,BIO2220 4,BIO2220
19005106,BIO3302 3,BIO3302
19005106,BIO3303 3,BIO3303
19005106,BIO3304 3,BIO3304
19005108,GEO2320 2,GEO2320
19005108,GEO3265,GEO3265
19005108,GEO3269,GEO3269
19005108,GEO3270,GEO3270
19005108,HIS1001 1,HIS1001
19005108,PHI1002 9,PHI1002
19005115,EVS2017,EVS2017
19005115,EVS2109,EVS2109
19005115,EVS3244 1,EVS3244
19005115,EVS3248,EVS3248
19005115,EVS3409,EVS3409
19005132,MAT2403 4CLCMTKHTT,MAT2403 CLCMTKHTT
19005132,MAT3517E 2CLCMTKHTT,MAT3517E CLCMTKHTT
19005132,MAT3533,MAT3533
19005132,MAT3551E 2CLCMTKHTT,MAT3551E CLCMTKHTT
19005132,PHY3624 3,PHY3624
19005135,BIO2044,BIO2044
19005135,BIO2045 2,BIO2045
19005135,BIO2092,BIO2092
19005135,BIO2201 2,BIO2201
19005135,BIO2202 2,BIO2202
19005135,BIO2206 2,BIO2206
19005135,BIO3252 3,BIO3252
19005150,GEO2320 2,GEO2320
19005150,GEO3265,GEO3265
19005150,GEO3269,GEO3269
19005150,GEO3270,GEO3270
19005150,POL1001 2,POL1001
19005162,GLO3122,GLO3122
19005162,GLO3158,GLO3158
19005162,GLO3198,GLO3198
19005162,GLO3228,GLO3228
19005162,GLO3229,GLO3229
19005182,GEO2300 2,GEO2300
19005182,GEO2320 2,GEO2320
19005182,GEO3265,GEO3265
19005182,GEO3269,GEO3269
19005182,GEO3270,GEO3270
19005182,GEO3304,GEO3304
19005182,PHI1002 11,PHI1002
19005201,MAT2403 5CLCMTKHTT,MAT2403 CLCMTKHTT
19005201,MAT3373,MAT3373
19005201,MAT3506,MAT3506
19005201,MAT3535 CLCMTKHTT,MAT3535 CLCMTKHTT
19005201,PHI1002 10,PHI1002
19005208,PHI1002 8,PHI1002
19005208,PHY3167 2,PHY3167
19005208,PHY3302,PHY3302
19005226,CHE2030E 2CLCHD,CHE2030E CLCHD
19005226,CHE3283 2CLCHD,CHE3283 CLCHD
19005226,CHE3302 2CLCHD,CHE3302 CLCHD
19005226,HIS1001 7,HIS1001
19005255,BIO2089 TNS,BIO2089 TNS
19005255,BIO3257 TNS,BIO3257 TNS
19005255,BIO3377 TNS,BIO3377 TNS
19005255,BIO3701 TNS,BIO3701 TNS
19005255,HIS1001 10,HIS1001
19005255,POL1001 10,POL1001
19005269,HIS1001 3,HIS1001
19005269,MAT2407 2,MAT2407
19005269,MAT3452 2,MAT3452
19005269,MAT3533,MAT3533
19005282,MAT2407 2,MAT2407
19005282,MAT3365,MAT3365
19005282,MAT3507,MAT3507
19005287,CHE2030E 2CLCHD,CHE2030E CLCHD
19005287,CHE3283 2CLCHD,CHE3283 CLCHD
19005287,CHE3300 4CLCHD,CHE3300 CLCHD
19005287,POL1001 12,POL1001
19005311,CHE1067 3,CHE1067
19005311,CHE1090,CHE1090
19005311,PHI1002 3,PHI1002
19005320,CHE1048,CHE1048
19005320,CHE2030E 2CLCHD,CHE2030E CLCHD
19005320,CHE3283 2CLCHD,CHE3283 CLCHD
19005337,BIO2089 TNS,BIO2089 TNS
19005337,BIO2504 TNS,BIO2504 TNS
19005337,BIO3257 TNS,BIO3257 TNS
19005337,BIO3377 TNS,BIO3377 TNS
19005337,BIO3701 TNS,BIO3701 TNS
19005339,EVS4073 3CLCCNKTMT,EVS4073 CLCCNKTMT
19005339,HIS1056 5,HIS1056
19005339,PHY1020 2,PHY1020
19005375,BIO2088 2,BIO2088
19005375,BIO2220 2,BIO2220
19005375,BIO3302 3,BIO3302
19005375,BIO3303 2,BIO3303
19005375,BIO3304 3,BIO3304
19005397,EVS3158,EVS3158
19005397,EVS3232,EVS3232
19005397,EVS3287,EVS3287
19005397,EVS4073 3CLCCNKTMT,EVS4073 CLCCNKTMT
19005397,MAT1091 10,MAT1091
19005397,PHY1020 3,PHY1020
19005397,PHY1103 11,PHY1103
19005403,CHE1075,CHE1075
19005403,CHE2018,CHE2018
19005403,CHE2021,CHE2021
19005403,CHE3045,CHE3045
19005403,CHE3253,CHE3253
19005403,CHE3254,CHE3254
19005410,MAT2411E 2CLCMTKHTT,MAT2411E CLCMTKHTT
