firstSubjectCode,secondSubjectCode,studentsSameTwoSubjects,numberStudents
BIO2089 TNS,MAT2407 TNT,[],0
BIO2089 TNS,MAT2411E CLCMTKHTT,"[19004449, 19009352]",2
BIO2089 TNS,MAT2502,[],0
BIO2089 TNS,MAT2502 CLCMTKHTT,[],0
BIO2089 TNS,MAT3101 TNT,[],0
BIO2089 TNS,MAT3300,[],0
BIO2089 TNS,MAT3300 TNT,[],0
BIO2089 TNS,MAT3301,[],0
BIO2089 TNS,MAT3305,[],0
BIO2089 TNS,MAT3306,[],0
BIO2089 TNS,MAT3318 TNT,[],0
BIO2089 TNS,MAT3322 TNT,[],0
BIO2089 TNS,MAT3340 TNT,[],0
BIO2089 TNS,MAT3344,[],0
BIO2089 TNS,MAT3344 TNT,[],0
BIO2089 TNS,MAT3347,[],0
BIO2089 TNS,MAT3365,[],0
BIO2089 TNS,MAT3373,[],0
BIO2089 TNS,MAT3373E CLCMTKHTT,"[19004449, 19009352]",2
BIO2089 TNS,MAT3379,[],0
BIO2089 TNS,MAT3452,[],0
BIO2089 TNS,MAT3500,[],0
BIO2089 TNS,MAT3500 CLCMTKHTT,[],0
BIO2089 TNS,MAT3506,[],0
BIO2089 TNS,MAT3507,[],0
BIO2089 TNS,MAT3509,[],0
BIO2089 TNS,MAT3514,[],0
BIO2089 TNS,MAT3517E CLCMTKHTT,[19004449],1
BIO2089 TNS,MAT3525,[],0
BIO2089 TNS,MAT3533,[],0
BIO2089 TNS,MAT3533 CLCMTKHTT,[19009352],1
BIO2089 TNS,MAT3535 CLCMTKHTT,[],0
BIO2089 TNS,MAT3539,[],0
BIO2089 TNS,MAT3551E CLCMTKHTT,[],0
BIO2089 TNS,MAT3554 CLCMTKHTT,[],0
BIO2089 TNS,MAT3554E CLCMTKHTT,[],0
BIO2089 TNS,MAT3562E CLCMTKHTT,[19009352],1
BIO2089 TNS,MAT4072,[],0
BIO2089 TNS,MAT4073,[],0
BIO2089 TNS,MNS1052,[],0
BIO2089 TNS,PHI1002,"[19004449, 19009352]",2
BIO2089 TNS,PHY1012 TNL,[],0
BIO2089 TNS,PHY1013 TNL,[],0
BIO2089 TNS,PHY1020,[],0
BIO2089 TNS,PHY1020 CTĐB,[],0
BIO2089 TNS,PHY1100,[],0
BIO2089 TNS,PHY1100E CLCCNKTMT,[],0
BIO2089 TNS,PHY1103,[],0
BIO2089 TNS,PHY1103 CLCCNH,[],0
BIO2089 TNS,PHY1103 CLCHD,[],0
BIO2089 TNS,PHY1103 CLCMTKHTT,[],0
BIO2089 TNS,PHY1103 QTS,[],0
BIO2089 TNS,PHY1106 QTL,[],0
BIO2089 TNS,PHY1108,[],0
BIO2089 TNS,PHY1108 QTL,[],0
BIO2089 TNS,PHY1113,[],0
BIO2089 TNS,PHY1113 TNL,[],0
BIO2089 TNS,PHY1161 CTĐB,[],0
BIO2089 TNS,PHY1161 TTH,[],0
BIO2089 TNS,PHY2004,[],0
BIO2089 TNS,PHY2004 QTL,[],0
BIO2089 TNS,PHY2064 TNL,[],0
BIO2089 TNS,PHY2064E QTL,[],0
BIO2089 TNS,PHY2206,[],0
BIO2089 TNS,PHY2302,[],0
BIO2089 TNS,PHY2302 TNL,[],0
BIO2089 TNS,PHY2302E QTL,[],0
BIO2089 TNS,PHY2303 TNL,[],0
BIO2089 TNS,PHY2304,[],0
BIO2089 TNS,PHY2304E QTL,[],0
BIO2089 TNS,PHY2306,[],0
BIO2089 TNS,PHY2306E QTL,[],0
BIO2089 TNS,PHY2310,[],0
BIO2089 TNS,PHY2500,[],0
BIO2089 TNS,PHY2502,[],0
BIO2089 TNS,PHY3163,[],0
BIO2089 TNS,PHY3163 QTL,[],0
BIO2089 TNS,PHY3167,[],0
BIO2089 TNS,PHY3301,[],0
BIO2089 TNS,PHY3302,[],0
BIO2089 TNS,PHY3303,[],0
BIO2089 TNS,PHY3314,[],0
BIO2089 TNS,PHY3346 TNL,[],0
BIO2089 TNS,PHY3508,[],0
BIO2089 TNS,PHY3508 TNL,[],0
BIO2089 TNS,PHY3508E QTL,[],0
BIO2089 TNS,PHY3605E QTL,[],0
BIO2089 TNS,PHY3606,[],0
BIO2089 TNS,PHY3606 TNL,[],0
BIO2089 TNS,PHY3608,[],0
BIO2089 TNS,PHY3608 TNL,[],0
BIO2089 TNS,PHY3608E QTL,[],0
BIO2089 TNS,PHY3609,[],0
BIO2089 TNS,PHY3624,[],0
BIO2089 TNS,POL1001,"[18008398, 19001710, 19004693, 19005255, 19005898, 19006950, 19009352]",7
BIO2089 TNS,SMP1010,[],0
BIO2089 TNS,SMP1010 CLCRHM,[],0
BIO2089 TNS,SMP1012,[],0
BIO2089 TNS,SMP1055,[],0
BIO2089 TNS,SMP2052,[],0
BIO2089 TNS,SMP2053,[],0
BIO2089 TNS,SMP2054,[],0
BIO2089 TNS,SMP2401 CLCRHM,[],0
BIO2089 TNS,SMP2701,[],0
BIO2092,BIO2127 CLCCNS,[],0
BIO2092,BIO2201,"[19000012, 19000145, 19000871, 19000880, 19000903, 19000954, 19001739, 19002118, 19002671, 19002972, 19003032, 19003076, 19003239, 19003334, 19003571, 19003587, 19003659, 19003731, 19003736, 19003951, 19004146, 19004249, 19004315, 19004913, 19004987, 19005017, 19005075, 19005135, 19005530, 19005538, 19005954, 19006081, 19006762, 19007176, 19007301, 19007399, 19007584, 19007688, 19008032, 19008152, 19008511, 19008763, 19008788, 19008934, 19009047, 19009108, 19009254, 19009432, 19009594, 19009917]",50
BIO2092,BIO2202,"[19000012, 19000145, 19000871, 19000954, 19001739, 19002118, 19002671, 19002972, 19003032, 19003076, 19003334, 19003587, 19003659, 19003731, 19003904, 19003951, 19004146, 19004249, 19004315, 19004913, 19004987, 19005017, 19005075, 19005135, 19005530, 19005954, 19006081, 19006762, 19007201, 19007301, 19007399, 19007584, 19007688, 19008032, 19008152, 19008511, 19008763, 19008788, 19008934, 19009047, 19009108, 19009254, 19009432, 19009594, 19009917, 20008763]",46
BIO2092,BIO2203,"[19005017, 19007176, 19009108, 20000481, 20001739, 20002505, 20005287, 20006363, 20008152, 20009336]",10
BIO2092,BIO2204,"[19000145, 19000903, 19000954, 19003239, 19003571, 19007201, 19008152, 19009917]",8
BIO2092,BIO2206,"[19000012, 19000145, 19000871, 19000903, 19000954, 19001739, 19002118, 19002671, 19002972, 19003076, 19003239, 19003334, 19003571, 19003587, 19003659, 19003731, 19003736, 19003951, 19004249, 19004315, 19005017, 19005135, 19005530, 19005538, 19005954, 19007201, 19007301, 19007584, 19007688, 19008032, 19008152, 19008763, 19008788, 19008934, 19009047, 19009108, 19009254, 19009432, 19009594, 19009917]",40
BIO2092,BIO2210,[],0
BIO2092,BIO2210 CLCRHM,[],0
BIO2092,BIO2215E CLCCNS,[],0
BIO2092,BIO2220,"[19003736, 19004348]",2
BIO2092,BIO2400,[],0
BIO2092,BIO2400E CLCCNS,[],0
BIO2092,BIO2403E CLCCNS,[],0
BIO2092,BIO2405E QTS,[],0
BIO2092,BIO2504 TNS,[],0
BIO2092,BIO2516 CLCCNS,[],0
BIO2092,BIO2800 CLCCNS,[],0
BIO2092,BIO3098,[],0
BIO2092,BIO3099,[],0
BIO2092,BIO3178 CLCCNS,[],0
BIO2092,BIO3182 CLCCNS,[],0
BIO2092,BIO3190,[],0
BIO2092,BIO3191,[],0
BIO2092,BIO3201,"[20001739, 20008763, 20009336]",3
BIO2092,BIO3205,[],0
BIO2092,BIO3227E QTS,[],0
BIO2092,BIO3252,"[19000012, 19000871, 19000880, 19000903, 19000954, 19001739, 19002118, 19002671, 19002972, 19003032, 19003076, 19003239, 19003334, 19003571, 19003587, 19003659, 19003731, 19003736, 19003904, 19003951, 19004146, 19004249, 19004315, 19004348, 19004987, 19005017, 19005135, 19005530, 19005538, 19005954, 19006081, 19006762, 19007176, 19007301, 19007399, 19007584, 19007688, 19008032, 19008152, 19008511, 19008788, 19008934, 19009047, 19009108, 19009254, 19009432, 19009594, 19009917, 20009336]",49
BIO2092,BIO3252E QTS,[],0
BIO2092,BIO3257 TNS,[],0
BIO2092,BIO3258,"[19000880, 19004348, 19004987, 19005075, 20000481, 20002505, 20005287, 20006363, 20008152, 20009336]",10
BIO2092,BIO3258E QTS,[],0
BIO2092,BIO3262 TNS,[],0
BIO2092,BIO3263 TNS,[],0
BIO2092,BIO3301 CLCCNS,[],0
BIO2092,BIO3302,[],0
BIO2092,BIO3302E CLCCNS,[],0
BIO2092,BIO3303,[],0
BIO2092,BIO3304,[],0
BIO2092,BIO3330 CLCCNS,[],0
BIO2092,BIO3356 CLCCNS,[],0
BIO2092,BIO3370E QTS,[],0
BIO2092,BIO3372E QTS,[],0
BIO2092,BIO3373 TNS,[],0
BIO2092,BIO3377 TNS,[],0
BIO2092,BIO3400E QTS,[],0
BIO2092,BIO3401E QTS,[],0
BIO2092,BIO3403E QTS,[],0
BIO2092,BIO3405E QTS,[],0
BIO2092,BIO3504 TNS,[],0
BIO2092,BIO3701 TNS,[],0
BIO2092,BIO3802E CLCCNS,[],0
BIO2092,BIO3803E CLCCNS,[],0
BIO2092,CHE1048,[],0
BIO2092,CHE1048 CLCCNH,[],0
BIO2092,CHE1052,[],0
BIO2092,CHE1052 CLCCNH,[],0
BIO2092,CHE1052 CLCHD,[],0
BIO2092,CHE1057,"[19002671, 19003032, 19003076, 19004348, 19009108]",5
BIO2092,CHE1057 CLCCNS,[],0
BIO2092,CHE1057 QTS,[],0
BIO2092,CHE1065,[],0
BIO2092,CHE1067,[],0
BIO2092,CHE1067 CLCHD,[],0
BIO2092,CHE1075,[],0
BIO2092,CHE1075E CLCHD,[],0
BIO2092,CHE1077 TNH,[],0
BIO2092,CHE1079,[],0
BIO2092,CHE1079 TNH,[],0
BIO2092,CHE1079E CLCCNH,[],0
BIO2092,CHE1080,"[18006181, 19002118, 19005538, 19007301, 19008511]",5
BIO2092,CHE1081,"[19000145, 19001739, 19003904, 19007176, 19007201, 19007584, 19008152, 19008511, 19008763, 19009917, 20000481, 20002505, 20005287, 20008152, 20009336]",15
BIO2092,CHE1081 CLCCNS,[],0
BIO2092,CHE1081 QTS,[],0
BIO2092,CHE1081 TNS,[],0
BIO2092,CHE1083,[],0
BIO2092,CHE1084,[],0
BIO2092,CHE1084 TNH,[],0
BIO2092,CHE1090,[],0
BIO2092,CHE1091,[],0
BIO2092,CHE1091 CLCCNH,[],0
BIO2092,CHE1095E TTH,[],0
BIO2092,CHE1099E TNH,[],0
BIO2092,CHE1099E TTH,[],0
BIO2092,CHE1129 CLCCNH,[],0
BIO2092,CHE1155,[],0
BIO2092,CHE2018,[],0
BIO2092,CHE2021,[],0
BIO2092,CHE2021 CLCCNH,[],0
BIO2092,CHE2030E CLCHD,[],0
BIO2092,CHE2110 TNH,[],0
BIO2092,CHE2110E TTH,[],0
BIO2092,CHE2114,[],0
BIO2092,CHE2114E CLCHD,[],0
BIO2092,CHE2118E TTH,[],0
BIO2092,CHE2120E TTH,[],0
BIO2092,CHE2121 TNH,[],0
BIO2092,CHE2128 TNH,[],0
BIO2092,CHE2130 TNH,[],0
BIO2092,CHE2130E TTH,[],0
BIO2092,CHE2131 TNH,[],0
BIO2092,CHE2145E TTH,[],0
BIO2092,CHE3045,[],0
BIO2092,CHE3045E CLCCNH,[],0
BIO2092,CHE3212 TTH,[],0
BIO2092,CHE3253,[],0
BIO2092,CHE3253 CLCCNH,[],0
BIO2092,CHE3254,[],0
BIO2092,CHE3254 CLCCNH,[],0
BIO2092,CHE3283 CLCHD,[],0
BIO2092,CHE3300,[],0
BIO2092,CHE3300 CLCHD,[],0
BIO2092,CHE3302 CLCHD,[],0
BIO2092,E363 TTKHMT,[],0
BIO2092,E476 TTKHMT,[],0
BIO2092,EVF2007,[],0
BIO2092,EVF2032,[],0
BIO2092,EVS2017,[],0
BIO2092,EVS2109,[],0
BIO2092,EVS2301,[],0
BIO2092,EVS2301 CLCKHMT,[],0
BIO2092,EVS2302,[],0
BIO2092,EVS2302 CTĐB,[],0
BIO2092,EVS3158,[19005538],1
BIO2092,EVS3232,[19005538],1
BIO2092,EVS3241,[],0
BIO2092,EVS3241 CLCKHMT,[],0
BIO2092,EVS3242,[],0
BIO2092,EVS3244,[19005538],1
BIO2092,EVS3245,[],0
BIO2092,EVS3248,[],0
BIO2092,EVS3250,[],0
BIO2092,EVS3250 CLCKHMT,[],0
BIO2092,EVS3287,[19005538],1
BIO2092,EVS3402 CTĐB,[],0
BIO2092,EVS3409,[],0
BIO2092,EVS3453,[],0
BIO2092,EVS3455,[],0
BIO2092,EVS4071,[],0
BIO2092,EVS4071 CLCKHMT,[],0
BIO2092,EVS4073,[19005538],1
BIO2092,EVS4073 CLCCNKTMT,[],0
BIO2092,GEO1050,"[20000481, 20002505, 20009336]",3
BIO2092,GEO2016,[],0
BIO2092,GEO2025,[],0
BIO2092,GEO2059,[],0
BIO2092,GEO2110,[],0
BIO2092,GEO2300,[],0
BIO2092,GEO2304,[],0
BIO2092,GEO2319,[],0
BIO2092,GEO2320,[],0
BIO2092,GEO2400,[],0
BIO2092,GEO2404,[],0
BIO2092,GEO3119,[],0
BIO2092,GEO3143,[],0
BIO2092,GEO3209,[],0
BIO2092,GEO3219,[],0
BIO2092,GEO3224,[],0
BIO2092,GEO3237,[],0
BIO2092,GEO3263,[],0
BIO2092,GEO3265,[],0
BIO2092,GEO3266,[],0
BIO2092,GEO3269,[],0
BIO2092,GEO3270,[],0
BIO2092,GEO3304,[],0
BIO2092,GEO3305,[],0
BIO2092,GEO3360,[],0
BIO2092,GEO3400,[],0
BIO2092,GEO3402,[],0
BIO2092,GEO3403,[],0
BIO2092,GLO2038,[],0
BIO2092,GLO2056,[],0
BIO2092,GLO2069 CLCĐC,[],0
BIO2092,GLO2093,[],0
BIO2092,GLO2099,[],0
BIO2092,GLO3122,[19003659],1
BIO2092,GLO3158,[19003659],1
BIO2092,GLO3196 CLCĐC,[],0
BIO2092,GLO3197 CLCĐC,[],0
BIO2092,GLO3198,[19003659],1
BIO2092,GLO3228,[19003659],1
BIO2092,GLO3229,[19003659],1
BIO2092,HIS1001,"[19003334, 19004913, 19006762, 20001739]",4
BIO2092,HIS1056,[],0
BIO2092,HMO2021,[],0
BIO2092,HMO2106,[],0
BIO2092,HMO2110,[],0
BIO2092,HMO2201,[],0
BIO2092,HMO3178,[],0
BIO2092,HMO3181,[],0
BIO2092,HMO3204,[],0
BIO2092,HMO3302,[],0
BIO2092,HMO3303,[],0
BIO2092,HMO3306,[],0
BIO2092,HMO3307,[],0
BIO2092,HMO3311,[],0
BIO2092,HMO3312,[],0
BIO2092,HMO3321,[],0
BIO2092,HMO3507,[],0
BIO2092,HMO3521,[],0
BIO2092,HMO3600,[],0
BIO2092,HMO3601,[],0
BIO2092,HMO3602,[],0
BIO2092,HMO3603,[],0
BIO2092,HMO3608,[],0
BIO2092,HMO3609,[],0
BIO2092,HMO3610,[],0
BIO2092,HMO3611,[],0
BIO2092,K300 TTKHMT,[],0
BIO2092,MAT1076,[],0
BIO2092,MAT1090,"[19000145, 19007176, 19007201, 20005287]",4
BIO2092,MAT1091,"[19001739, 19003076, 19007176, 19009047]",4
BIO2092,MAT1092,[],0
BIO2092,MAT1092 CLCCNH,[],0
BIO2092,MAT1092 CLCHD,[],0
BIO2092,MAT1092 TTH,[],0
BIO2092,MAT1101,"[19009594, 20000481, 20005287, 20006363, 20008152]",5
BIO2092,MAT1192,"[19003239, 19005538, 19009254]",3
BIO2092,MAT1192 CLCCNS,[],0
BIO2092,MAT1192 QTS,[],0
BIO2092,MAT1259 TNS,[],0
BIO2092,MAT1292 TNH,[],0
BIO2092,MAT1292 TNS,[],0
BIO2092,MAT2034,[],0
BIO2092,MAT2301,[],0
BIO2092,MAT2303,[],0
BIO2092,MAT2303 TNT,[],0
BIO2092,MAT2306,[],0
BIO2092,MAT2308,[],0
BIO2092,MAT2310,[],0
BIO2092,MAT2311,[],0
BIO2092,MAT2311 TNT,[],0
BIO2092,MAT2314,[],0
BIO2092,MAT2314 TNT,[],0
BIO2092,MAT2317 CLCMTKHTT,[],0
BIO2092,MAT2318,[],0
BIO2092,MAT2321 TNT,[],0
BIO2092,MAT2403,[],0
BIO2092,MAT2403 CLCMTKHTT,[],0
BIO2092,MAT2406,[],0
BIO2092,MAT2407,[19009108],1
BIO2092,MAT2407 TNT,[],0
BIO2092,MAT2411E CLCMTKHTT,[19003951],1
BIO2092,MAT2502,[],0
BIO2092,MAT2502 CLCMTKHTT,[],0
BIO2092,MAT3101 TNT,[],0
BIO2092,MAT3300,[],0
BIO2092,MAT3300 TNT,[],0
BIO2092,MAT3301,[],0
BIO2092,MAT3305,[],0
BIO2092,MAT3306,[],0
BIO2092,MAT3318 TNT,[],0
BIO2092,MAT3322 TNT,[],0
BIO2092,MAT3340 TNT,[],0
BIO2092,MAT3344,[],0
BIO2092,MAT3344 TNT,[],0
BIO2092,MAT3347,[],0
BIO2092,MAT3365,[],0
BIO2092,MAT3373,[],0
BIO2092,MAT3373E CLCMTKHTT,[19003951],1
BIO2092,MAT3379,[],0
BIO2092,MAT3452,[19009108],1
BIO2092,MAT3500,[],0
BIO2092,MAT3500 CLCMTKHTT,[],0
BIO2092,MAT3506,[],0
BIO2092,MAT3507,[],0
BIO2092,MAT3509,[],0
BIO2092,MAT3514,[],0
BIO2092,MAT3517E CLCMTKHTT,[],0
BIO2092,MAT3525,[19009108],1
BIO2092,MAT3533,[19009108],1
BIO2092,MAT3533 CLCMTKHTT,[19003951],1
BIO2092,MAT3535 CLCMTKHTT,[],0
BIO2092,MAT3539,[],0
BIO2092,MAT3551E CLCMTKHTT,[],0
BIO2092,MAT3554 CLCMTKHTT,[],0
BIO2092,MAT3554E CLCMTKHTT,[],0
BIO2092,MAT3562E CLCMTKHTT,[19003951],1
BIO2092,MAT4072,[],0
BIO2092,MAT4073,[],0
BIO2092,MNS1052,[],0
BIO2092,PHI1002,"[19003032, 19003951, 19005530, 19007301, 19008511, 19009108, 19009432, 20001739, 20005287, 20008763]",10
BIO2092,PHY1012 TNL,[],0
BIO2092,PHY1013 TNL,[],0
BIO2092,PHY1020,[],0
BIO2092,PHY1020 CTĐB,[],0
BIO2092,PHY1100,"[19000871, 19006081, 19007201]",3
BIO2092,PHY1100E CLCCNKTMT,[],0
BIO2092,PHY1103,"[19000145, 19000954, 19003731, 19003904]",4
BIO2092,PHY1103 CLCCNH,[],0
BIO2092,PHY1103 CLCHD,[],0
BIO2092,PHY1103 CLCMTKHTT,[],0
BIO2092,PHY1103 QTS,[],0
BIO2092,PHY1106 QTL,[],0
BIO2092,PHY1108,[19008511],1
BIO2092,PHY1108 QTL,[],0
BIO2092,PHY1113,[19005017],1
BIO2092,PHY1113 TNL,[],0
BIO2092,PHY1161 CTĐB,[],0
BIO2092,PHY1161 TTH,[],0
BIO2092,PHY2004,[],0
BIO2092,PHY2004 QTL,[],0
BIO2092,PHY2064 TNL,[],0
BIO2092,PHY2064E QTL,[],0
BIO2092,PHY2206,[],0
BIO2092,PHY2302,[],0
BIO2092,PHY2302 TNL,[],0
BIO2092,PHY2302E QTL,[],0
BIO2092,PHY2303 TNL,[],0
BIO2092,PHY2304,[],0
BIO2092,PHY2304E QTL,[],0
BIO2092,PHY2306,[],0
BIO2092,PHY2306E QTL,[],0
BIO2092,PHY2310,[],0
BIO2092,PHY2500,[],0
BIO2092,PHY2502,[],0
BIO2092,PHY3163,[],0
BIO2092,PHY3163 QTL,[],0
BIO2092,PHY3167,[19008511],1
BIO2092,PHY3301,[],0
BIO2092,PHY3302,[19008511],1
BIO2092,PHY3303,[],0
BIO2092,PHY3314,[],0
BIO2092,PHY3346 TNL,[],0
BIO2092,PHY3508,[],0
BIO2092,PHY3508 TNL,[],0
BIO2092,PHY3508E QTL,[],0
BIO2092,PHY3605E QTL,[],0
BIO2092,PHY3606,[],0
BIO2092,PHY3606 TNL,[],0
BIO2092,PHY3608,[],0
BIO2092,PHY3608 TNL,[19005017],1
BIO2092,PHY3608E QTL,[],0
BIO2092,PHY3609,[],0
BIO2092,PHY3624,[],0
BIO2092,POL1001,"[19003951, 19005530, 20000481, 20002505, 20005287, 20006363, 20008152]",7
BIO2092,SMP1010,[],0
BIO2092,SMP1010 CLCRHM,[],0
BIO2092,SMP1012,[],0
BIO2092,SMP1055,[],0
BIO2092,SMP2052,[],0
BIO2092,SMP2053,[],0
BIO2092,SMP2054,[],0
BIO2092,SMP2401 CLCRHM,[],0
BIO2092,SMP2701,[],0
BIO2127 CLCCNS,BIO2201,[],0
BIO2127 CLCCNS,BIO2202,[],0
BIO2127 CLCCNS,BIO2203,[20008032],1
BIO2127 CLCCNS,BIO2204,[20008032],1
BIO2127 CLCCNS,BIO2206,[20008032],1
BIO2127 CLCCNS,BIO2210,[],0
BIO2127 CLCCNS,BIO2210 CLCRHM,[],0
BIO2127 CLCCNS,BIO2215E CLCCNS,"[17005075, 19000013, 19000203, 19000515, 19000547, 19000758, 19000762, 19000929, 19000983, 19001210, 19001370, 19001513, 19001727, 19001761, 19001788, 19001925, 19001974, 19002331, 19002691, 19002697, 19002853, 19002880, 19003063, 19003223, 19003347, 19003379, 19003529, 19003544, 19003700, 19003801, 19003874, 19004004, 19004045, 19004159, 19004261, 19004395, 19004397, 19004408, 19004495, 19004603, 19004922, 19004945, 19005059, 19005510, 19005524, 19005687, 19005818, 19005900, 19005950, 19006057, 19006272, 19007110, 19007156, 19007345, 19007359, 19007511, 19007640, 19007762, 19007896, 19008070, 19008112, 19008182, 19008496, 19008569, 19008602, 19008617, 19008662, 19008686, 19008761, 19008932, 19009078, 19009194, 19009428, 19009535, 19009555, 19009742, 19009774, 19009962, 20009486]",79
BIO2127 CLCCNS,BIO2220,[],0
BIO2127 CLCCNS,BIO2400,[],0
BIO2127 CLCCNS,BIO2400E CLCCNS,"[19003347, 19008569, 19009194, 20001360, 20001691, 20001716, 20002176, 20003918, 20005069, 20006748, 20008032, 20008297, 20009084, 20009486, 20009806, 20009918]",16
BIO2127 CLCCNS,BIO2403E CLCCNS,"[19005818, 19008662, 21006058]",3
BIO2127 CLCCNS,BIO2405E QTS,[],0
BIO2127 CLCCNS,BIO2504 TNS,[],0
BIO2127 CLCCNS,BIO2516 CLCCNS,"[17005075, 19000013, 19000061, 19000203, 19000515, 19000547, 19000758, 19000762, 19000929, 19000983, 19001210, 19001370, 19001513, 19001727, 19001761, 19001788, 19001925, 19001974, 19002331, 19002691, 19002697, 19002853, 19002880, 19003063, 19003223, 19003347, 19003379, 19003529, 19003544, 19003700, 19003801, 19003874, 19004004, 19004045, 19004159, 19004261, 19004395, 19004397, 19004408, 19004495, 19004603, 19004922, 19004945, 19005059, 19005510, 19005524, 19005687, 19005818, 19005900, 19005950, 19006057, 19006272, 19007110, 19007156, 19007345, 19007359, 19007511, 19007640, 19007762, 19007896, 19008070, 19008112, 19008182, 19008496, 19008569, 19008602, 19008617, 19008662, 19008686, 19008761, 19008932, 19009078, 19009194, 19009428, 19009535, 19009555, 19009742, 19009774, 19009962, 20001716, 20006480, 20009084, 20009806]",83
BIO2127 CLCCNS,BIO2800 CLCCNS,"[17005075, 19000013, 19000061, 19000203, 19000515, 19000547, 19000758, 19000762, 19000929, 19000983, 19001210, 19001370, 19001513, 19001727, 19001761, 19001788, 19001925, 19001974, 19002331, 19002691, 19002697, 19002853, 19002880, 19003063, 19003223, 19003347, 19003379, 19003529, 19003544, 19003700, 19003801, 19003874, 19004004, 19004045, 19004159, 19004261, 19004395, 19004397, 19004408, 19004495, 19004603, 19004922, 19004945, 19005059, 19005510, 19005524, 19005687, 19005818, 19005900, 19005950, 19006057, 19006272, 19007110, 19007156, 19007345, 19007359, 19007511, 19007640, 19007762, 19007896, 19008070, 19008112, 19008182, 19008496, 19008569, 19008602, 19008617, 19008662, 19008686, 19008761, 19008932, 19009078, 19009194, 19009428, 19009535, 19009555, 19009742, 19009774, 19009962, 20002176, 20006748]",81
BIO2127 CLCCNS,BIO3098,[],0
BIO2127 CLCCNS,BIO3099,[],0
BIO2127 CLCCNS,BIO3178 CLCCNS,"[19003223, 21006058]",2
BIO2127 CLCCNS,BIO3182 CLCCNS,"[19003347, 20001360, 20001691, 20001716, 20002176, 20003918, 20005069, 20005952, 20006480, 20006748, 20008032, 20008297, 20009486, 20009806, 20009918]",15
BIO2127 CLCCNS,BIO3190,[],0
BIO2127 CLCCNS,BIO3191,[],0
BIO2127 CLCCNS,BIO3201,[],0
BIO2127 CLCCNS,BIO3205,[],0
BIO2127 CLCCNS,BIO3227E QTS,[],0
BIO2127 CLCCNS,BIO3252,[],0
BIO2127 CLCCNS,BIO3252E QTS,[],0
BIO2127 CLCCNS,BIO3257 TNS,[],0
BIO2127 CLCCNS,BIO3258,[],0
BIO2127 CLCCNS,BIO3258E QTS,[],0
BIO2127 CLCCNS,BIO3262 TNS,[],0
BIO2127 CLCCNS,BIO3263 TNS,[],0
BIO2127 CLCCNS,BIO3301 CLCCNS,[],0
BIO2127 CLCCNS,BIO3302,[],0
BIO2127 CLCCNS,BIO3302E CLCCNS,"[17005075, 19000013, 19000061, 19000203, 19000515, 19000547, 19000758, 19000762, 19000929, 19000983, 19001210, 19001370, 19001513, 19001727, 19001761, 19001788, 19001925, 19001974, 19002331, 19002691, 19002697, 19002853, 19002880, 19003063, 19003223, 19003347, 19003379, 19003529, 19003700, 19003801, 19003874, 19004004, 19004045, 19004159, 19004261, 19004395, 19004397, 19004408, 19004495, 19004603, 19004922, 19004945, 19005059, 19005510, 19005524, 19005687, 19005818, 19005900, 19005950, 19006057, 19006272, 19007110, 19007156, 19007345, 19007359, 19007511, 19007640, 19007762, 19007896, 19008070, 19008112, 19008182, 19008496, 19008569, 19008602, 19008617, 19008662, 19008686, 19008761, 19008932, 19009078, 19009194, 19009428, 19009535, 19009555, 19009742, 19009774, 19009962]",78
BIO2127 CLCCNS,BIO3303,[],0
BIO2127 CLCCNS,BIO3304,[],0
BIO2127 CLCCNS,BIO3330 CLCCNS,[],0
BIO2127 CLCCNS,BIO3356 CLCCNS,"[20001360, 20001691, 20001716, 20002176, 20003918, 20005069, 20005952, 20006480, 20006748, 20008032, 20008297, 20009084, 20009486, 20009806, 20009918]",15
BIO2127 CLCCNS,BIO3370E QTS,[],0
BIO2127 CLCCNS,BIO3372E QTS,[],0
BIO2127 CLCCNS,BIO3373 TNS,[],0
BIO2127 CLCCNS,BIO3377 TNS,[],0
BIO2127 CLCCNS,BIO3400E QTS,[],0
BIO2127 CLCCNS,BIO3401E QTS,[],0
BIO2127 CLCCNS,BIO3403E QTS,[],0
BIO2127 CLCCNS,BIO3405E QTS,[],0
BIO2127 CLCCNS,BIO3504 TNS,[],0
BIO2127 CLCCNS,BIO3701 TNS,"[19000203, 19002697, 19008182, 19009194]",4
BIO2127 CLCCNS,BIO3802E CLCCNS,"[17005075, 19000013, 19000061, 19000203, 19000515, 19000547, 19000758, 19000762, 19000929, 19000983, 19001210, 19001370, 19001513, 19001727, 19001761, 19001788, 19001925, 19001974, 19002331, 19002691, 19002697, 19002853, 19002880, 19003063, 19003223, 19003347, 19003379, 19003529, 19003544, 19003801, 19003874, 19004004, 19004159, 19004261, 19004395, 19004408, 19004495, 19004603, 19004922, 19004945, 19005059, 19005510, 19005524, 19005687, 19005818, 19005900, 19005950, 19006057, 19006272, 19007110, 19007156, 19007345, 19007359, 19007511, 19007640, 19007762, 19007896, 19008070, 19008112, 19008182, 19008496, 19008569, 19008602, 19008617, 19008686, 19008761, 19008932, 19009078, 19009194, 19009428, 19009535, 19009555, 19009742, 19009774, 19009962]",75
