classCode,MSVList,numberStudents
MAT2407 1,"[20000830, 19015994, 19004917, 19003517, 19004418, 20003494, 20004542, 19018574, 19010338, 19017624, 19009176, 19012191, 17006357, 19010757, 19014367, 19018787, 19002880, 19003292, 19001179, 20009845, 19014917, 19018149, 21002670, 20005751, 19015925, 19009918, 19015242, 19002341, 19005550, 19017608, 19011984, 19017270, 19013392, 19013491, 19009822, 19003245, 19016981, 19003691, 20003569, 17001071, 19017157, 19017705, 20003519, 19017279, 20004782, 19015164, 19008514, 19015014, 19018799, 19012391, 19009538, 19000201, 19007410, 19016432, 19018478, 19013931, 19012469, 19001886, 19018297, 19010073, 19012110, 19004754, 19012176, 18004362, 19003521, 19003916, 19003206, 19006622, 19017663, 19007843, 19004568, 19008516, 19019466, 19010590, 20000897, 19016555, 19013155, 19010025, 19017092, 19000897, 19017724, 19001855, 19012889, 19016080, 19018197, 19017627, 19003592, 19012880, 19013292, 19003732]",90
MAT2407 2,"[19009818, 19006634, 18000733, 19019412, 20003532, 19019336, 19015327, 19001902, 19002495, 20007781, 20001950, 20005294, 19006923, 19001833, 20008047, 19002867, 19007046, 19001615, 18000380, 19008391, 19015833, 20007831, 19017115, 20008573, 19004613, 20001286, 20008909, 18009108, 19003063, 20000124, 19008909, 20003770, 19007861, 19014917, 20006022, 20002305, 19009673, 19009596, 19006039, 20006522, 19007794, 19005463, 19006323, 20009420, 20003299, 19007835, 20008162, 19004182, 20005384, 19008325, 19005269, 18000521, 19016730, 19005282, 19002735, 19007660, 19003155, 19003021, 19007393, 19008053, 19004023, 19009108, 19003708, 20008273, 20006322, 18007285, 19002752, 20008428, 20009373, 19003248, 19003532, 19007635, 19008922, 19002960, 20004786, 19007249]",76
MAT2407 3TNT,"[20008106, 20001146, 19006630, 20002915, 20006730, 20009980, 20004547, 20003775]",8
MAT2411E 1CLCMTKHTT,"[19007742, 19002345, 19003403, 19003767, 19000755, 19006637, 19009239, 19009342, 19000389, 19004717, 19002876, 21006069, 19008178, 19002276, 19005730, 19000972, 19002617, 18002752, 19000464, 19008248, 19007053, 20008946, 19006357, 19003206, 19001809, 19007691, 19004237, 18005829, 18004913, 18004146, 19006852, 19002274, 18008590, 19007939, 19004449, 19007254, 19009791, 19002480, 19001723, 19000613, 19005565, 19008169, 19006848, 19007800, 19001243, 19007956, 19001517, 19009048, 19001365, 19004370, 19001592, 19007425, 19003863, 19006668, 19002514, 19000665, 19006972, 19004767, 19004996, 19007255]",60
MAT2411E 2CLCMTKHTT,"[19005859, 19003951, 19008321, 19005746, 19003662, 18006075, 19002226, 19007911, 19006387, 19006178, 19008451, 19000174, 19002119, 19007196, 19004486, 20009897, 19003415, 19005079, 19005410, 19006389, 19001242, 19002957, 19009300, 19003094, 19002147, 19004639, 19008082, 19007457, 19005721, 19000842, 19001785, 19002137, 19003226, 19001740, 19003692, 19009352]",36
MAT2502 1,"[20006336, 21003973, 21005576, 21009702, 21004357, 21003556, 21000011, 18009108, 21005211, 21000201, 17008573, 21005976, 21005136, 21003945, 21001398, 21008170, 19009280, 21006452, 21004453, 21007670, 20008162, 21002602, 21001133, 21002340, 21006879, 21005730, 21006365, 21003045, 21001035, 21009704, 21002935, 21006025, 21004400, 21001597, 21003456, 18003549, 21003857]",37
MAT2502 2,"[21002294, 21005083, 21004868, 21007264, 21007911, 21000108, 21004728, 21004744, 21005825, 21001310, 21004416, 21005934, 21005993, 21004637, 21004525, 21002917, 21003182, 20007403, 21004025, 21008963, 21005988, 21006050, 21004983, 21007820, 21000590, 21000174, 21008129, 19003785, 18001503, 21002470, 21008178, 21003590, 21002276, 21006004, 20005133, 21003032, 18009059]",37
MAT2502 3CLCMTKHTT,"[21005054, 21001703, 21005115, 21008436, 21007154, 21000376, 21006069, 21002036, 21002815, 21002425, 21002922, 20001655, 21000709, 21002825, 21008415, 18004128, 21000415, 21005045, 18000567, 21001652, 21005636, 21006908]",22
MAT2502 4CLCMTKHTT,"[21009244, 18005287, 21000601, 21006869, 21001741, 21007807, 21008876, 21008888, 21006688, 21005076, 21004650, 21001582, 21007742, 21008828, 21003746, 21006637, 21002495, 21001687, 21001980, 21003515, 21002541, 20000770]",22
MAT2502 5CLCMTKHTT,"[21008520, 21009381, 21008190, 21006753, 21000755, 21008930, 21000328, 21004711, 21001818, 21000322, 21009342, 21009239, 21004880, 21001655, 21003561, 21004926, 21003600, 21007758, 21000770, 21005538, 21005275, 20006391, 21007411, 21003720, 21001392, 21004580, 21009980]",27
MAT2502 6CLCMTKHTT,"[21000969, 21009274, 21002233, 21009897, 21000610, 21008946, 21000033, 21004299, 21003342, 21009637, 21002345, 21009074, 21004908, 21006677, 21009346, 21001244, 21007722, 21004826, 21001031, 21005667]",20
MAT2502 7,"[21005061, 21004717, 21007282, 21000810, 21005679, 21009002, 20008931, 17005634, 21009010, 17002124, 21003146, 18009994, 20008380, 21000493, 20009471, 21008311, 21000348, 21008731, 17004087, 21008471, 21001943, 20002584, 21006391, 21002667, 17006556, 20005612, 21001959, 20001441]",28
MAT3101 TNT,"[19007336, 19002915, 19008445, 19004565, 19000767, 19008599, 19008537]",7
MAT3300 1,"[20001243, 17006357, 20005721, 20001517, 20000060, 20001365, 20004370, 20007425, 20003863, 20002766, 19001818, 20004767, 20004996, 20002137, 18000329, 20001740, 20006668, 20002514, 20006412, 20000665, 20002665, 20000951, 20007255, 19003521, 20007049, 20006607, 20009840, 20006821, 20009594, 20005054, 20004805, 20000660, 20000376, 20006828, 19005559, 20001899, 20004826]",37
MAT3300 2,"[20007457, 20000842, 20007956, 16007096, 18009416, 20008490, 21008574, 18003462, 18006110, 20003237, 18003308, 20003226, 18002943, 20006724, 18000521, 20002815, 19000897, 19014027, 19001571, 20006162, 20001018, 20000011]",22
MAT3300 3TNT,"[21007179, 16003755, 20001146, 20002915, 18004730, 20006730, 20004547, 18001461, 20003775]",9
MAT3301,"[19010235, 19015994, 19018574, 19010338, 19017624, 19012191, 19010757, 19014367, 19018787, 19003292, 19018510, 19019473, 19018149, 19015925, 19009918, 19015242, 19002341, 19014149, 19018297, 19017608, 19011984, 19017270, 19013491, 19009822, 19016981, 17001071, 19017157, 19017705, 19017279, 19013875, 19015164, 19015618, 19015014, 19018799, 19012391, 19009538, 19018525, 19016432, 19018478, 19013931, 19012469, 19016482, 19018297, 19015640, 19014851, 19011547, 19010073, 19013438, 19012110, 19012176, 19003206, 19014565, 19017663, 19014558, 19004568, 19018601, 19012124, 19008516, 19019466, 19010590, 19016555, 19013155, 19010025, 19017092, 19017724, 17000426, 19013226, 19012099, 19001855, 19012889, 19016080, 19018197, 19005559, 19017627, 19012880, 19013292]",76
MAT3305,"[18001946, 20007457, 20001243, 20005721, 20000842, 20007956, 20001517, 16002583, 20000060, 20001365, 20004370, 20007425, 19003245, 20003863, 19003691, 16005950, 17003032, 18009416, 20002766, 19008977, 18017627, 19001818, 20004767, 18003462, 20004996, 18006110, 20002137, 20003226, 20006724, 20001740, 20006668, 20002514, 20006412, 20000665, 20002665, 20000951, 20007255, 19003521, 20007049, 19006622, 20006607, 20009840, 20006821, 20009594, 20005054, 18016568, 20004805, 20000660, 20000376, 20002815, 18017861, 19001571, 17001896, 19001200, 20006828, 17017069, 19005559, 20001899, 20004826, 20001018]",60
MAT3306,"[19003517, 19007336, 17006357, 19002880, 19003292, 20007956, 20001517, 19002915, 19008445, 19009918, 19004565, 19002341, 19005550, 19009822, 19003245, 19003691, 16005950, 19008250, 19006464, 17003032, 19000003, 19006630, 18008080, 19008977, 19008514, 19001818, 19005011, 18006110, 19001244, 19009538, 18003308, 19008317, 19001886, 18007557, 19004754, 18004362, 19003521, 19003916, 19003206, 19006622, 19007843, 19004568, 19000767, 19008516, 19008599, 19008537, 19000897, 19001855, 18009066, 19001571, 17001896, 19001200, 19005559, 19003732]",54
MAT3318 2TNT,"[18001628, 19007336, 16008908, 16002583, 19002915, 19008445, 19004565, 19000767, 19008599, 19008537]",10
MAT3322 TNT,"[18001628, 19007336, 19002915, 19008445, 19004565, 19000767, 19008599, 19008537]",8
MAT3340 TNT,"[20001146, 20002915, 20006730, 20004547, 20003775]",5
MAT3344 1,"[19010235, 19015994, 18001628, 19019412, 19018574, 19017624, 19010757, 19014367, 19015327, 19018787, 19018510, 19014917, 19019473, 19018149, 19015242, 19018297, 19011984, 19017270, 19017115, 19017705, 19017279, 19014917, 19015014, 19018799, 18013245, 18003308, 19016432, 19016482, 19018297, 19015640, 19014851, 19015895, 19013438, 19018337, 19017663, 19010590, 19013155, 19010025, 19017092, 19017724, 19013226, 19012099, 19012889, 19016080, 19012880]",45
MAT3344 2,"[20007457, 19010338, 19012191, 19019336, 20005721, 20001517, 19015925, 20000060, 20001365, 20004370, 19015833, 20007425, 19014149, 19017608, 19013392, 19013491, 20003863, 19016981, 18009416, 19017157, 19014762, 19013875, 20002766, 19015164, 19015618, 19001818, 20004767, 20000496, 18003462, 19012391, 20004996, 20001785, 20002137, 19018525, 19018478, 19013931, 19012469, 20003226, 20001740, 20006668, 20002514, 20006412, 18003454, 20000665, 19011547, 18007557, 20002665, 19010073, 19012110, 20000951, 20007255, 19012176, 19014828, 20007049, 19014565, 19014558, 20006607, 20006821, 20009594, 19018601, 19012124, 20005054, 20004805, 20000660, 20000376, 19019466, 19018016, 19016555, 20002815, 19018197, 20006828, 20001899, 19017627, 20004826, 20001018, 20000011, 19013292]",77
MAT3344 3TNT,"[20001146, 20002915, 20006730, 20004547, 20003775, 19000767]",6
MAT3347 1,"[19003517, 18009321, 19004418, 19002880, 19003292, 16008908, 16002583, 19008445, 19009918, 19002341, 19005550, 19009822, 19003245, 19003691, 19008250, 19006464, 17003032, 19000003, 19006630, 19008977, 19008514, 19005011, 18003462, 18006110, 19001244, 19009538, 18003308, 20003226, 19001886, 19004754, 19003521, 19003916, 19003206, 19006622, 19007843, 19004568, 19008516, 19000897, 19001855, 19001571, 19001200, 19005559, 19003732]",43
MAT3347 2,"[19007336, 19002915, 19004565, 17007620, 19000767, 19008599, 19008537, 17000004]",8
MAT3365,"[19006007, 20006452, 19009176, 19001902, 20006025, 20000321, 20000288, 20009814, 19001179, 20007620, 20008045, 20000229, 20008732, 20006182, 20002188, 20003667, 20007744, 19002746, 20004005, 20005965, 18002358, 20004034, 20004066, 20003519, 20004782, 20005263, 20004739, 20009354, 20002559, 19000201, 20001121, 18004495, 20000260, 20004180, 20007363, 20008444, 20008479, 17004546, 20009420, 20001657, 20003034, 19004901, 20005017, 20008595, 20005553, 19000008, 20009901, 19005282, 20000528, 20003794, 20002553, 20002913, 20004497, 20008210, 20006898, 20001767, 20002231, 20005339, 20001084, 20006721, 20001931, 19004958, 20003594, 20009999, 19003592, 20007179, 20000169, 20006089]",68
MAT3373,"[19000829, 18000733, 20006735, 19004515, 19000073, 19000908, 19001015, 18006075, 18009845, 19009997, 19006682, 19006710, 19002132, 19007049, 20005294, 19002269, 19005556, 19008172, 19001154, 20004702, 19002540, 19004539, 19001615, 20001787, 19008836, 19008037, 20006683, 19007999, 19004725, 20005054, 19003608, 20001243, 20001286, 19001645, 19007345, 19000595, 20009476, 19003063, 19009851, 20003842, 19004162, 19009794, 19002810, 20006113, 20002415, 19004065, 20002305, 20001910, 19006910, 20006522, 20000170, 19007959, 19007336, 19003785, 19005092, 19008659, 21007545, 20005982, 20008511, 19000398, 20009364, 20001655, 20006927, 19002740, 19007919, 19005663, 20008428, 19008573, 19008436, 19007103, 19005201, 19000973, 19003806, 20005612, 19002761, 19004848, 19009274, 20007991, 19007753]",79
MAT3373E 1CLCMTKHTT,"[19007742, 19002345, 19003403, 19003767, 19000755, 19006637, 19009342, 19000389, 19004717, 19002876, 21006069, 19008178, 19002276, 19000972, 19002617, 19000464, 19006357, 19003206, 19001809, 19007691, 19004237, 19006852, 19002274, 19007939, 19004449, 19007254, 19009791, 19002480, 19001723, 19000613, 19008169, 19006848, 19007800, 19001243, 19001517, 19009048, 19001365, 19007425, 19006668, 19002514, 19006972, 19004767, 19004996]",43
MAT3373E 2CLCMTKHTT,"[19003951, 19005042, 19008321, 19009239, 21006869, 19002226, 19007911, 19006387, 19006178, 19008451, 19000174, 19004486, 19003415, 19005079, 19007053, 19005410, 19006389, 21008828, 19001242, 19002957, 21003746, 19009300, 19003094, 19002147, 19004639, 19008082, 21009346, 20000322, 19007457, 19005721, 19003863, 19001785, 19002137, 19003226, 19001740, 20005275, 19008490, 19000665, 19003692, 19009352, 19007255]",41
MAT3379,"[20007682, 20004342, 20004613, 20006075, 20001411, 20006965, 20008910, 20007781, 20006129, 20000095, 20001838, 20008047, 20006123, 20007899, 20003804, 20005957, 20007403, 20000755, 20009467, 20006522, 20002888, 20008726, 20007840, 20008380, 20005749, 20006903, 20006884, 20003880, 20003446, 20001902, 20002296, 20009503, 20005992, 20008448, 20000149, 20003716, 20007108, 20001454, 20001603, 20008671, 20006941, 20007642, 20001187, 20005805, 20009009, 20000064, 20004555, 20009727, 20003482, 20000068, 20005795, 20009485]",52
MAT3452 1,"[18000307, 19000829, 19006007, 19004515, 20008106, 19000073, 19000908, 19001015, 18003389, 19009997, 19006682, 19001179, 19006710, 19002132, 19007049, 14009946, 19002269, 19005556, 18003076, 19001154, 19002540, 19002746, 18000380, 17002740, 18009315, 17005166, 18003544, 19008836, 19008037, 19004725, 20005054, 19003608, 19001645, 18008511, 19007345, 18005538, 19000595, 19003063, 19009851, 20003842, 19004162, 19009794, 17009264, 18001097, 19002810, 20006113, 17000127, 17001084, 17004917, 19000201, 19007410, 18004410, 20006522, 19007959, 19007336, 19005092, 17006389, 20009420, 18003516, 18006621, 18003089, 19000398, 19005663, 18001343, 19008573, 19003708, 19008436, 19000973, 19002761, 19004958, 18001423, 19004848]",72
MAT3452 2,"[19009818, 19006634, 18007201, 19002495, 19006923, 19001833, 19002867, 18009913, 19007046, 19008391, 18005314, 19004613, 19008909, 19007861, 19009673, 19009596, 19006039, 19005871, 19005463, 19006323, 19003423, 19004182, 19008325, 17003237, 19005269, 19000299, 19002735, 19007660, 19003155, 19003021, 19007393, 19008053, 19004023, 19009108, 18007285, 18002598, 19002752, 18005669, 19003532, 19007635, 19008922, 19002960, 18003507, 19007249]",44
MAT3500 1,"[21005083, 21004868, 21007911, 20003105, 21000108, 20007812, 21005934, 21004525, 21008963, 20001335, 20006693, 21003556, 21005988, 21006050, 21004983, 18008995, 19001645, 21005211, 18007123, 16008988, 19002810, 21000174, 19007474, 19004065, 20006473, 17008573, 18008590, 18000329, 20007582, 19009280, 21000348, 20004654, 21007670, 19004901, 21008178, 21006365, 21003045, 21009704, 21006025, 20003669, 19003708, 20002231, 18008271, 21003456, 19009274]",45
MAT3500 2,"[21003973, 21007264, 20004155, 21007282, 18009471, 18009894, 21004744, 21005825, 20005751, 21004416, 21005576, 20004005, 21004025, 20006856, 21000011, 21007820, 21000590, 21000201, 20007628, 18006304, 21005976, 18003216, 21005136, 20001121, 18003155, 21008129, 21001398, 21008170, 21004453, 21002470, 21008731, 21002602, 21003590, 21001133, 18006621, 18001887, 21002340, 21006879, 21005730, 18003357, 21001035, 18009378, 21004400, 21001597, 21003857]",45
MAT3500 3CLCMTKHTT,"[21005054, 19005859, 21001703, 21009244, 19005042, 21005115, 20007322, 20004285, 19003767, 19006637, 20009953, 19003662, 21000601, 19000389, 19002226, 21001741, 19002876, 21000810, 21007154, 21007807, 21000376, 19000174, 21008876, 21006069, 21008888, 19008178, 19002119, 19007196, 20007154, 21008520, 19000972, 19002617, 21002036, 19000464, 19003415, 21002815, 21006688, 21005076, 20005076, 21004650, 21001582, 19006357, 19006389, 19001809, 20003746, 20006637, 19001242, 19007691, 21003746, 21006637, 19003094, 19004237, 18005829, 21002495, 21001687, 21001980, 21003515, 19002147, 20008190, 19002480, 20005384, 19007457, 19006848, 19007800, 19005721, 19001365, 19004370, 21002541, 21000709, 21002825, 21008415, 18001739, 21000415, 21005045, 19002514, 19006972, 19003692, 21001652, 21005636, 21006908]",80
MAT3500 4CLCMTKHTT,"[21000969, 19009239, 21009274, 21002233, 20000601, 21009897, 21000610, 19005730, 19008248, 19007053, 21008946, 21000033, 21003146, 21004299, 21003342, 21009637, 21002345, 21009074, 21004908, 21006677, 21009381, 21008190, 21006753, 21000755, 21008930, 21000328, 21004711, 19005565, 21009346, 21001818, 19007956, 21000322, 21009342, 21009239, 21004880, 21001655, 21003561, 19001592, 21003600, 19003863, 21007758, 21000770, 21005538, 21005275, 21007411, 21002667, 21003720, 21001392, 21004580, 19000665, 20002825, 21001244, 21007722, 21004826, 21009980, 21001031, 21005667, 19007255]",58
MAT3506,"[20006336, 20000830, 20007764, 20009884, 20009188, 20004280, 20001328, 20003494, 20004542, 20003105, 20003718, 20005511, 20005694, 20001950, 18009471, 20005784, 20009845, 20000535, 20008754, 20004555, 20009972, 20008452, 20007831, 20001799, 20003989, 20001335, 20006856, 20008573, 20003569, 20008909, 18009108, 20000212, 20009476, 20000124, 20003770, 16008988, 20000515, 20009446, 20006022, 20007176, 20003542, 20004032, 20004168, 20008398, 19009280, 20007056, 20009853, 19008659, 20001877, 20002660, 20008723, 20003055, 20007065, 20007650, 20005982, 20008261, 20009663, 20008520, 20002415, 20000787, 20005107, 18003357, 20001828, 20008817, 20008273, 20005299, 20002400, 20005133, 20009373, 20000897, 20003669, 20004215, 20005472, 20004128, 19005201, 20003048, 20007402]",77
MAT3507,"[20006452, 20007948, 19009176, 19001902, 20006025, 20000321, 20000288, 20009814, 19001179, 20005294, 20007620, 20008045, 20000229, 20008732, 20006182, 20005135, 20002188, 20003667, 20008070, 20007744, 20005420, 18008166, 20009897, 20005965, 20006683, 20004034, 19007999, 20004066, 20007045, 20004782, 18002505, 20009476, 20005263, 20006804, 20004300, 20004739, 20009354, 20006473, 20001989, 20003659, 20000260, 20004180, 20007363, 20001724, 20003299, 20001657, 20003034, 20000544, 20005354, 20008723, 20005017, 20008595, 20002558, 20005553, 19000008, 17004650, 20009901, 20003254, 19005282, 20000528, 20003794, 17000950, 19009388, 21002541, 20000701, 20002553, 20002913, 20005040, 20004497, 20008210, 20006898, 20001767, 20002231, 20005339, 20006569, 20001084, 20006721, 20001931, 20001453, 20004786, 20003594, 20009999, 19003592, 20007179, 20000169, 18008934, 20006089]",87
