MSV,classCodeList,subjectCodeList
16008513,['MAT1101 1'],['MAT1101']
16008531,"['CHE1084', 'CHE2114', 'MAT1101 14']","['CHE1084', 'CHE2114', 'MAT1101']"
16008908,"['MAT2311 2TNT', 'MAT3318 2TNT', 'MAT3347 1']","['MAT2311 TNT', 'MAT3318 TNT', 'MAT3347']"
16008946,"['CHE1081 3', 'EVS2302 2', 'EVS3241', 'EVS3245 2', 'MAT1090 2', 'MAT1092 6']","['CHE1081', 'EVS2302', 'EVS3241', 'EVS3245', 'MAT1090', 'MAT1092']"
16008988,"['MAT2303 3', 'MAT2306 2', 'MAT3500 1', 'MAT3506', 'MAT3533', 'MAT4073']","['MAT2303', 'MAT2306', 'MAT3500', 'MAT3506', 'MAT3533', 'MAT4073']"
16009074,"['MAT1192 1', 'PHY1100 9', 'PHY1103 1']","['MAT1192', 'PHY1100', 'PHY1103']"
16009266,"['CHE1081 10', 'MAT1091 5']","['CHE1081', 'MAT1091']"
16009968,['PHY2004'],['PHY2004']
16011200,"['PHY1108 2', 'PHY2302 4', 'PHY2304 2', 'PHY3606']","['PHY1108', 'PHY2302', 'PHY2304', 'PHY3606']"
16015559,"['PHY2304 1', 'PHY3606']","['PHY2304', 'PHY3606']"
16016387,['MAT1091 2'],['MAT1091']
16105255,['MAT1091 2'],['MAT1091']
17000004,"['MAT2311', 'MAT3347 2']","['MAT2311', 'MAT3347']"
17000008,['CHE2021'],['CHE2021']
17000012,"['CHE1065', 'CHE1075']","['CHE1065', 'CHE1075']"
17000127,"['MAT2308', 'MAT3452 1', 'MAT3525', 'MAT3539 2']","['MAT2308', 'MAT3452', 'MAT3525', 'MAT3539']"
17000196,"['CHE1067 3', 'CHE1083', 'CHE2114', 'MAT1101 4']","['CHE1067', 'CHE1083', 'CHE2114', 'MAT1101']"
17000229,"['CHE3254', 'MAT1101 13', 'PHY1103 11']","['CHE3254', 'MAT1101', 'PHY1103']"
17000235,"['GEO3269', 'MAT1091 10', 'POL1001 5']","['GEO3269', 'MAT1091', 'POL1001']"
17000311,['MAT3514 1'],['MAT3514']
17000426,"['MAT2303 1', 'MAT2314', 'MAT3301']","['MAT2303', 'MAT2314', 'MAT3301']"
17000610,['POL1001 3'],['POL1001']
17000751,['BIO3098'],['BIO3098']
17000757,['PHY1103 7'],['PHY1103']
17000829,['EVS3241'],['EVS3241']
17000950,"['MAT2406', 'MAT3507']","['MAT2406', 'MAT3507']"
17000957,['MAT2303 2'],['MAT2303']
17000962,['MAT2311'],['MAT2311']
17000997,['MAT3539 2'],['MAT3539']
17001015,['MAT2303 3'],['MAT2303']
17001016,"['MAT2403 3', 'MAT3533']","['MAT2403', 'MAT3533']"
17001025,['CHE1081 5'],['CHE1081']
17001071,"['MAT2407 1', 'MAT3301', 'PHY1113 7']","['MAT2407', 'MAT3301', 'PHY1113']"
17001078,"['HIS1001 4', 'PHI1002 12']","['HIS1001', 'PHI1002']"
17001084,['MAT3452 1'],['MAT3452']
17001097,['BIO3304 3'],['BIO3304']
17001108,['CHE1084'],['CHE1084']
17001114,"['CHE1081 10', 'POL1001 12']","['CHE1081', 'POL1001']"
17001171,"['CHE2021', 'CHE3253', 'CHE3254']","['CHE2021', 'CHE3253', 'CHE3254']"
17001179,['MAT3539 2'],['MAT3539']
17001218,"['CHE1057 4', 'CHE1081 10']","['CHE1057', 'CHE1081']"
17001243,"['EVS3232', 'MAT1090 1', 'MAT1091 5', 'MAT1192 1', 'PHY1100 12']","['EVS3232', 'MAT1090', 'MAT1091', 'MAT1192', 'PHY1100']"
17001258,['CHE2110E TTH'],['CHE2110E TTH']
17001317,"['E363 TTKHMT', 'MAT2403 3']","['E363 TTKHMT', 'MAT2403']"
17001490,"['CHE1080 4', 'GEO2320 1']","['CHE1080', 'GEO2320']"
17001547,"['EVS3232', 'EVS3241', 'EVS3244 2', 'EVS3287', 'EVS4073 1']","['EVS3232', 'EVS3241', 'EVS3244', 'EVS3287', 'EVS4073']"
17001615,"['PHY1108 1', 'PHY2004 2QTL', 'PHY2310', 'PHY3167 1', 'PHY3508 2']","['PHY1108', 'PHY2004 QTL', 'PHY2310', 'PHY3167', 'PHY3508']"
17001710,['MAT2403 3'],['MAT2403']
17001723,"['CHE1067 3', 'MAT1092 5']","['CHE1067', 'MAT1092']"
17001803,['MAT1192 2'],['MAT1192']
17001896,"['MAT3305', 'MAT3306']","['MAT3305', 'MAT3306']"
17001902,['CHE2018'],['CHE2018']
17002124,"['MAT2308', 'MAT2502 7']","['MAT2308', 'MAT2502']"
17002137,"['CHE1048', 'CHE1065', 'CHE2021', 'CHE3045', 'CHE3254', 'MAT1101 1']","['CHE1048', 'CHE1065', 'CHE2021', 'CHE3045', 'CHE3254', 'MAT1101']"
17002197,"['EVS3241', 'EVS3250 1', 'EVS4071 3']","['EVS3241', 'EVS3250', 'EVS4071']"
17002250,['MAT1192 1'],['MAT1192']
17002345,"['BIO3258 1', 'CHE1081 10', 'PHY1103 12']","['BIO3258', 'CHE1081', 'PHY1103']"
17002391,"['HIS1001 5', 'PHI1002 6', 'PHY2304 2', 'PHY3508 4TNL', 'POL1001 10']","['HIS1001', 'PHI1002', 'PHY2304', 'PHY3508 TNL', 'POL1001']"
17002505,['EVS3241'],['EVS3241']
17002523,"['MAT2301 4', 'MAT2303 2', 'MAT2314']","['MAT2301', 'MAT2303', 'MAT2314']"
17002632,"['MAT2301 2', 'MAT2303 2']","['MAT2301', 'MAT2303']"
17002740,"['MAT2308', 'MAT2406', 'MAT3452 1', 'MAT3514 2']","['MAT2308', 'MAT2406', 'MAT3452', 'MAT3514']"
17002746,"['MAT2403 3', 'MAT2406', 'MAT3525']","['MAT2403', 'MAT2406', 'MAT3525']"
17002810,['GEO2059 1'],['GEO2059']
17002876,['CHE1081 4'],['CHE1081']
17002889,"['GEO2320 1', 'GEO3304']","['GEO2320', 'GEO3304']"
17002957,"['BIO2045E 3CLCCNS', 'BIO2400E 5CLCCNS', 'CHE1081 13CLCCNS', 'PHY1103 2']","['BIO2045E CLCCNS', 'BIO2400E CLCCNS', 'CHE1081 CLCCNS', 'PHY1103']"
17003032,"['MAT2311', 'MAT2314', 'MAT3305', 'MAT3306', 'MAT3347 1']","['MAT2311', 'MAT2314', 'MAT3305', 'MAT3306', 'MAT3347']"
17003083,"['PHY1108 4', 'PHY2302 5', 'PHY3508 3']","['PHY1108', 'PHY2302', 'PHY3508']"
17003103,['MAT2403 3'],['MAT2403']
17003220,['PHY2064 TNL'],['PHY2064 TNL']
17003237,"['MAT3452 2', 'MAT3514 2', 'MAT3533', 'MAT3539 1']","['MAT3452', 'MAT3514', 'MAT3533', 'MAT3539']"
17003438,"['MAT2306 2', 'PHY1103 10']","['MAT2306', 'PHY1103']"
17003445,['MAT2303 4'],['MAT2303']
17003673,"['BIO2400E 2CLCCNS', 'BIO3182 2CLCCNS', 'MAT1101 7', 'MAT1192 7CLCCNS', 'PHY1100 8']","['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'MAT1101', 'MAT1192 CLCCNS', 'PHY1100']"
17003756,['EVS4071 4'],['EVS4071']
17003780,['PHY2306'],['PHY2306']
17003909,['MAT2303 2'],['MAT2303']
17003974,"['PHY3163 2QTL', 'PHY3508 1', 'PHY3609 2', 'POL1001 6']","['PHY3163 QTL', 'PHY3508', 'PHY3609', 'POL1001']"
17003989,['CHE3045'],['CHE3045']
17004045,"['MAT1092 2', 'PHI1002 5']","['MAT1092', 'PHI1002']"
17004087,['MAT2502 7'],['MAT2502']
17004128,['GEO3219'],['GEO3219']
17004137,['CHE3254'],['CHE3254']
17004264,['MAT2311'],['MAT2311']
17004298,['BIO3099'],['BIO3099']
17004373,"['CHE1048', 'MAT1091 2']","['CHE1048', 'MAT1091']"
17004410,"['BIO3330 CLCCNS', 'CHE1081 13CLCCNS']","['BIO3330 CLCCNS', 'CHE1081 CLCCNS']"
17004472,['MAT3525'],['MAT3525']
17004546,"['MAT2311', 'MAT3365', 'PHI1002 3']","['MAT2311', 'MAT3365', 'PHI1002']"
17004650,"['MAT2034', 'MAT2308', 'MAT2314', 'MAT3507']","['MAT2034', 'MAT2308', 'MAT2314', 'MAT3507']"
17004828,['PHY1100 2'],['PHY1100']
17004880,['MAT3525'],['MAT3525']
17004917,"['MAT3452 1', 'MAT3535 CLCMTKHTT', 'PHY1100 13']","['MAT3452', 'MAT3535 CLCMTKHTT', 'PHY1100']"
17005008,['CHE1080 2'],['CHE1080']
17005014,"['CHE1057 2', 'EVS3158', 'EVS3287', 'EVS3455', 'EVS4071 3', 'MAT1092 1']","['CHE1057', 'EVS3158', 'EVS3287', 'EVS3455', 'EVS4071', 'MAT1092']"
17005017,"['MAT2301 4', 'MAT2303 2']","['MAT2301', 'MAT2303']"
17005075,"['BIO2127 2CLCCNS', 'BIO2215E 5CLCCNS', 'BIO2516 4CLCCNS', 'BIO2800 5CLCCNS', 'BIO3302E 5CLCCNS', 'BIO3802E 2CLCCNS']","['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']"
17005115,"['CHE1075E 2CLCHD', 'MAT1092 12TTH']","['CHE1075E CLCHD', 'MAT1092 TTH']"
17005166,"['MAT3452 1', 'MAT3539 1']","['MAT3452', 'MAT3539']"
17005320,"['MAT2403 3', 'MAT2406']","['MAT2403', 'MAT2406']"
17005436,['MAT3525'],['MAT3525']
17005443,['CHE1080 2'],['CHE1080']
17005538,"['GEO3265', 'GEO3269', 'GEO3270', 'HIS1056 2', 'MAT1091 10']","['GEO3265', 'GEO3269', 'GEO3270', 'HIS1056', 'MAT1091']"
17005618,"['BIO3356 4CLCCNS', 'CHE1057 5CLCCNS', 'CHE1080 5', 'MAT1091 7', 'MAT1101 4', 'PHY1103 2']","['BIO3356 CLCCNS', 'CHE1057 CLCCNS', 'CHE1080', 'MAT1091', 'MAT1101', 'PHY1103']"
17005634,"['MAT2403 3', 'MAT2502 7']","['MAT2403', 'MAT2502']"
17005636,"['MAT1091 7', 'MAT1092 3']","['MAT1091', 'MAT1092']"
17005657,"['CHE1065', 'CHE1067 2CLCHD', 'MAT1092 2']","['CHE1065', 'CHE1067 CLCHD', 'MAT1092']"
17005746,"['BIO2045 1', 'CHE1057 2', 'CHE1080 1', 'MAT1101 11', 'PHY1103 1']","['BIO2045', 'CHE1057', 'CHE1080', 'MAT1101', 'PHY1103']"
17005895,"['CHE1065', 'CHE1091 1', 'CHE2018', 'CHE3045', 'CHE3253', 'CHE3254']","['CHE1065', 'CHE1091', 'CHE2018', 'CHE3045', 'CHE3253', 'CHE3254']"
17005898,['BIO3303 2'],['BIO3303']
17006074,['CHE1080 2'],['CHE1080']
17006081,['CHE1084'],['CHE1084']
17006089,['MAT1091 2'],['MAT1091']
17006154,"['MAT1101 1', 'MAT1192 1']","['MAT1101', 'MAT1192']"
17006166,['MAT1092 7'],['MAT1092']
17006180,['MAT2301 2'],['MAT2301']
17006218,"['GEO3266', 'GEO3305']","['GEO3266', 'GEO3305']"
17006357,"['MAT2311', 'MAT2407 1', 'MAT3300 1', 'MAT3306', 'PHY1100 11']","['MAT2311', 'MAT2407', 'MAT3300', 'MAT3306', 'PHY1100']"
17006362,['MAT1090 2'],['MAT1090']
17006389,"['MAT3452 1', 'MAT3525']","['MAT3452', 'MAT3525']"
17006556,['MAT2502 7'],['MAT2502']
17006580,"['EVS3241', 'EVS3242 1', 'PHY1103 10']","['EVS3241', 'EVS3242', 'PHY1103']"
17006598,"['BIO3373 1TNS', 'BIO3504 1TNS', 'MAT1259 TNS', 'POL1001 1']","['BIO3373 TNS', 'BIO3504 TNS', 'MAT1259 TNS', 'POL1001']"
17006599,"['MAT3525', 'MAT3533', 'MAT3539 2']","['MAT3525', 'MAT3533', 'MAT3539']"
17006622,['CHE1090'],['CHE1090']
17006630,"['BIO2202 2', 'BIO3304 1', 'CHE1057 1', 'CHE1081 6', 'MAT1101 14', 'MAT1192 3', 'PHY1100 10', 'PHY1103 1']","['BIO2202', 'BIO3304', 'CHE1057', 'CHE1081', 'MAT1101', 'MAT1192', 'PHY1100', 'PHY1103']"
17006656,['MAT2303 4'],['MAT2303']
17006730,"['MAT1091 2', 'MAT1092 1', 'MAT3525']","['MAT1091', 'MAT1092', 'MAT3525']"
17006735,"['BIO3098', 'MAT1090 2', 'MAT1101 6', 'PHI1002 10']","['BIO3098', 'MAT1090', 'MAT1101', 'PHI1002']"
17006804,['CHE1081 6'],['CHE1081']
17006906,['MAT2301 1'],['MAT2301']
17006908,"['BIO3178 4CLCCNS', 'BIO3258 2', 'POL1001 6']","['BIO3178 CLCCNS', 'BIO3258', 'POL1001']"
17006926,['PHY1103 1'],['PHY1103']
17007045,"['GEO3265', 'GEO3266', 'GEO3269', 'MAT1091 2', 'PHY1103 2']","['GEO3265', 'GEO3266', 'GEO3269', 'MAT1091', 'PHY1103']"
17007082,"['GEO1050 4', 'PHY1106 QTL', 'PHY1108 1', 'PHY2206 2', 'PHY3167 1']","['GEO1050', 'PHY1106 QTL', 'PHY1108', 'PHY2206', 'PHY3167']"
17007155,['MAT2303 2'],['MAT2303']
17007234,"['BIO2202 2', 'HIS1056 5']","['BIO2202', 'HIS1056']"
17007333,['MAT2403 3'],['MAT2403']
17007399,"['MAT2403 1', 'MAT3525', 'MAT3539 2', 'PHI1002 12']","['MAT2403', 'MAT3525', 'MAT3539', 'PHI1002']"
17007402,['CHE1057 5CLCCNS'],['CHE1057 CLCCNS']
17007595,"['CHE1048', 'CHE1067 3']","['CHE1048', 'CHE1067']"
17007620,"['MAT2301 2', 'MAT2306 1', 'MAT2311', 'MAT3347 2', 'PHI1002 4']","['MAT2301', 'MAT2306', 'MAT2311', 'MAT3347', 'PHI1002']"
17007746,"['BIO3098', 'BIO3099', 'BIO3304 4', 'CHE1057 2']","['BIO3098', 'BIO3099', 'BIO3304', 'CHE1057']"
17007807,"['E363 TTKHMT', 'MAT1092 3', 'MAT2403 3']","['E363 TTKHMT', 'MAT1092', 'MAT2403']"
17007866,"['BIO3304 4', 'MAT1091 3']","['BIO3304', 'MAT1091']"
17007870,['PHY1100 7'],['PHY1100']
17007911,['MAT1092 7'],['MAT1092']
17007975,"['CHE1048', 'CHE1067 1CLCHD', 'CHE1090', 'HIS1056 1', 'PHY1103 1']","['CHE1048', 'CHE1067 CLCHD', 'CHE1090', 'HIS1056', 'PHY1103']"
17008031,['CHE1090'],['CHE1090']
17008064,"['PHY1100 4', 'PHY1103 5']","['PHY1100', 'PHY1103']"
17008148,['CHE1052'],['CHE1052']
17008170,"['CHE1065', 'MAT1092 1', 'PHY1100 13']","['CHE1065', 'MAT1092', 'PHY1100']"
17008194,"['BIO3098', 'BIO3304 4']","['BIO3098', 'BIO3304']"
17008217,"['MAT1092 6', 'PHI1002 11']","['MAT1092', 'PHI1002']"
17008272,"['MAT1091 3', 'MAT1092 2']","['MAT1091', 'MAT1092']"
17008293,"['EVS3232', 'EVS4073 2']","['EVS3232', 'EVS4073']"
17008415,['BIO3178 2CLCCNS'],['BIO3178 CLCCNS']
17008451,"['CHE1065', 'CHE3045', 'MAT1101 5', 'PHY1103 11']","['CHE1065', 'CHE3045', 'MAT1101', 'PHY1103']"
17008511,"['MAT2403 3', 'MAT3525', 'MAT3539 1', 'PHY1103 11']","['MAT2403', 'MAT3525', 'MAT3539', 'PHY1103']"
17008525,"['CHE1080 2', 'MAT1090 1', 'PHY1103 3']","['CHE1080', 'MAT1090', 'PHY1103']"
17008573,"['MAT2403 3', 'MAT2502 1', 'MAT3500 1', 'MAT3525', 'MAT3539 1']","['MAT2403', 'MAT2502', 'MAT3500', 'MAT3525', 'MAT3539']"
17008686,['MAT3525'],['MAT3525']
17008788,"['MAT3514 1', 'MAT3525']","['MAT3514', 'MAT3525']"
17008800,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO3263 TNS', 'BIO3377 TNS']","['BIO2089 TNS', 'BIO2504 TNS', 'BIO3263 TNS', 'BIO3377 TNS']"
17008888,"['CHE1080 5', 'MAT1101 14']","['CHE1080', 'MAT1101']"
17008903,['MAT3514 1'],['MAT3514']
17009066,"['CHE1081 10', 'MAT1090 1', 'PHY1103 2']","['CHE1081', 'MAT1090', 'PHY1103']"
17009264,"['MAT2308', 'MAT3452 1', 'MAT3539 1']","['MAT2308', 'MAT3452', 'MAT3539']"
17009381,['EVS3232'],['EVS3232']
17009472,['CHE3045'],['CHE3045']
17009653,['MAT1101 4'],['MAT1101']
17009699,"['CHE2021', 'CHE3253', 'MAT1092 3', 'PHY1100 12', 'PHY1103 11']","['CHE2021', 'CHE3253', 'MAT1092', 'PHY1100', 'PHY1103']"
17009820,['PHI1002 12'],['PHI1002']
17009845,['MAT3525'],['MAT3525']
17009894,['MAT2311'],['MAT2311']
17009958,"['E363 TTKHMT', 'MAT1092 3', 'MAT2403 3']","['E363 TTKHMT', 'MAT1092', 'MAT2403']"
17010957,"['MAT2306 2', 'PHY2500 1']","['MAT2306', 'PHY2500']"
17011200,"['PHY1113 5', 'PHY3163', 'PHY3606']","['PHY1113', 'PHY3163', 'PHY3606']"
17012016,['PHY2302 5'],['PHY2302']
17014449,['MAT2301 1'],['MAT2301']
17014568,['PHY2304 1'],['PHY2304']
17015011,"['PHY2302 6', 'PHY3163', 'PHY3606']","['PHY2302', 'PHY3163', 'PHY3606']"
17017069,['MAT3305'],['MAT3305']
17017132,['BIO3302 1'],['BIO3302']
17017310,['PHY2304 5'],['PHY2304']
17018714,['PHY2304 5'],['PHY2304']
17102728,"['CHE1080 3', 'MAT2301 2']","['CHE1080', 'MAT2301']"
17102761,"['CHE1080 4', 'CHE1081 3']","['CHE1080', 'CHE1081']"
17103491,['POL1001 10'],['POL1001']
17103517,['CHE1080 5'],['CHE1080']
17104149,['MAT1091 10'],['MAT1091']
17105255,['SMP1055 1'],['SMP1055']
17105588,"['HIS1001 6', 'PHI1002 1', 'POL1001 3', 'SMP1012 8']","['HIS1001', 'PHI1002', 'POL1001', 'SMP1012']"
17105643,['CHE1057 2'],['CHE1057']
17106080,['CHE1057 2'],['CHE1057']
17106930,['CHE1077 TNH'],['CHE1077 TNH']
17108016,"['CHE1057 2', 'CHE1081 1']","['CHE1057', 'CHE1081']"
17108445,['MAT1101 6'],['MAT1101']
17108468,['CHE1080 5'],['CHE1080']
17108599,"['PHI1002 8', 'POL1001 12']","['PHI1002', 'POL1001']"
18000000,['CHE1075'],['CHE1075']
18000003,"['BIO2045 1', 'BIO2203 4', 'BIO3098']","['BIO2045', 'BIO2203', 'BIO3098']"
18000006,"['PHY2306', 'PHY3167 1']","['PHY2306', 'PHY3167']"
18000012,['MAT3539 2'],['MAT3539']
18000025,['BIO3252 1'],['BIO3252']
18000038,"['MAT3533', 'MAT3539 2']","['MAT3533', 'MAT3539']"
18000061,"['EVS3244 2', 'EVS4073 2', 'PHI1002 3', 'PHY1103 12']","['EVS3244', 'EVS4073', 'PHI1002', 'PHY1103']"
18000071,"['CHE1081 6', 'MAT2403 3', 'PHI1002 3']","['CHE1081', 'MAT2403', 'PHI1002']"
18000093,['PHI1002 10'],['PHI1002']
18000164,"['MAT1090 1', 'MAT1192 2']","['MAT1090', 'MAT1192']"
18000174,"['PHY1108 3', 'PHY2304 1']","['PHY1108', 'PHY2304']"
18000176,"['PHY2302 4', 'PHY2304 7', 'PHY2306']","['PHY2302', 'PHY2304', 'PHY2306']"
18000229,"['CHE1079 2TNH', 'POL1001 2']","['CHE1079 TNH', 'POL1001']"
18000259,"['GEO3219', 'MAT1192 2', 'PHY1100 8']","['GEO3219', 'MAT1192', 'PHY1100']"
18000260,"['CHE3045', 'MAT1090 1', 'PHI1002 7']","['CHE3045', 'MAT1090', 'PHI1002']"
18000274,"['BIO2800 4CLCCNS', 'BIO3301 1CLCCNS']","['BIO2800 CLCCNS', 'BIO3301 CLCCNS']"
18000307,"['MAT2406', 'MAT3452 1', 'MAT3539 2']","['MAT2406', 'MAT3452', 'MAT3539']"
18000311,['MAT3533'],['MAT3533']
18000314,"['EVS3232', 'POL1001 2']","['EVS3232', 'POL1001']"
18000321,"['CHE1075', 'CHE1091 1']","['CHE1075', 'CHE1091']"
18000326,"['CHE2114', 'CHE3300 1', 'MAT1092 1']","['CHE2114', 'CHE3300', 'MAT1092']"
18000329,"['MAT2306 2', 'MAT3300 1', 'MAT3500 1', 'MAT3514 1', 'MAT3539 1']","['MAT2306', 'MAT3300', 'MAT3500', 'MAT3514', 'MAT3539']"
18000333,['EVS4073 1'],['EVS4073']
18000338,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'MAT1101 5', 'MAT1259 TNS']","['BIO2089 TNS', 'BIO2504 TNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'MAT1101', 'MAT1259 TNS']"
18000339,"['CHE1057 3', 'EVS3245 1', 'EVS4071 1', 'MAT1101 7', 'PHY1100 10', 'PHY1103 10']","['CHE1057', 'EVS3245', 'EVS4071', 'MAT1101', 'PHY1100', 'PHY1103']"
18000380,"['MAT2407 2', 'MAT3452 1', 'MAT3539 1']","['MAT2407', 'MAT3452', 'MAT3539']"
18000389,['PHY2304 1'],['PHY2304']
18000398,['BIO3182 2CLCCNS'],['BIO3182 CLCCNS']
18000455,['CHE1081 2'],['CHE1081']
18000481,"['MAT3533', 'MAT3539 1', 'MAT4073']","['MAT3533', 'MAT3539', 'MAT4073']"
18000511,"['CHE1057 4', 'EVS2301 1', 'EVS4071 3', 'EVS4073 2', 'MAT1101 1', 'PHY1100 14']","['CHE1057', 'EVS2301', 'EVS4071', 'EVS4073', 'MAT1101', 'PHY1100']"
18000521,"['MAT2407 2', 'MAT3300 2', 'MAT3533', 'POL1001 11']","['MAT2407', 'MAT3300', 'MAT3533', 'POL1001']"
18000544,['POL1001 2'],['POL1001']
18000567,"['MAT2502 3CLCMTKHTT', 'MAT3535 CLCMTKHTT']","['MAT2502 CLCMTKHTT', 'MAT3535 CLCMTKHTT']"
18000590,['BIO3098'],['BIO3098']
18000595,"['BIO2045E 3CLCCNS', 'BIO3182 5CLCCNS', 'CHE1081 8']","['BIO2045E CLCCNS', 'BIO3182 CLCCNS', 'CHE1081']"
18000613,"['PHY2304 6', 'PHY3508 4TNL', 'PHY3606 2TNL']","['PHY2304', 'PHY3508 TNL', 'PHY3606 TNL']"
18000621,"['MAT2303 4', 'MAT2306 1', 'MAT3539 2', 'MAT4073']","['MAT2303', 'MAT2306', 'MAT3539', 'MAT4073']"
18000665,"['CHE2114', 'CHE3300 1', 'MAT1090 1', 'MAT1092 3', 'PHI1002 12']","['CHE2114', 'CHE3300', 'MAT1090', 'MAT1092', 'PHI1002']"
18000697,['MAT3525'],['MAT3525']
18000701,"['MAT2406', 'MAT3525', 'MAT3533']","['MAT2406', 'MAT3525', 'MAT3533']"
18000702,['CHE1065'],['CHE1065']
18000733,"['MAT2407 2', 'MAT3373', 'MAT3533', 'MAT3539 1']","['MAT2407', 'MAT3373', 'MAT3533', 'MAT3539']"
18000757,"['BIO2045 2', 'BIO3099']","['BIO2045', 'BIO3099']"
18000762,['CHE2018'],['CHE2018']
18000767,['CHE1081 8'],['CHE1081']
18000842,['PHY2304 6'],['PHY2304']
18000888,['PHY1108 5'],['PHY1108']
18000899,"['BIO2203 1', 'PHY1100 12']","['BIO2203', 'PHY1100']"
18000908,"['BIO3301 2CLCCNS', 'BIO3330 CLCCNS']","['BIO3301 CLCCNS', 'BIO3330 CLCCNS']"
18000929,['CHE1079 2TNH'],['CHE1079 TNH']
18000951,"['CHE3045', 'CHE3300 1']","['CHE3045', 'CHE3300']"
18000956,"['CHE1080 1', 'PHY1108 1', 'PHY2304 3']","['CHE1080', 'PHY1108', 'PHY2304']"
18000957,"['BIO2201 1', 'BIO2202 1', 'BIO3252 3', 'CHE1080 2']","['BIO2201', 'BIO2202', 'BIO3252', 'CHE1080']"
18000972,['PHY2306'],['PHY2306']
18000973,['PHY2306'],['PHY2306']
18001015,['EVS3232'],['EVS3232']
18001018,"['CHE1048', 'CHE1067 3']","['CHE1048', 'CHE1067']"
18001059,['MAT2318 1'],['MAT2318']
18001071,"['BIO2800 1CLCCNS', 'BIO3330 CLCCNS']","['BIO2800 CLCCNS', 'BIO3330 CLCCNS']"
18001097,"['MAT2308', 'MAT2403 1', 'MAT3452 1', 'MAT3525', 'MAT3539 2']","['MAT2308', 'MAT2403', 'MAT3452', 'MAT3525', 'MAT3539']"
18001106,"['PHY3508 2', 'PHY3606', 'PHY3608']","['PHY3508', 'PHY3606', 'PHY3608']"
18001126,"['CHE1080 2', 'PHY1100 14', 'PHY1103 6']","['CHE1080', 'PHY1100', 'PHY1103']"
18001179,['BIO3258 1'],['BIO3258']
18001199,['POL1001 10'],['POL1001']
18001200,"['BIO3258 1', 'BIO3304 2', 'MAT1090 1']","['BIO3258', 'BIO3304', 'MAT1090']"
18001207,"['MAT3539 1', 'MAT4073']","['MAT3539', 'MAT4073']"
18001210,['PHI1002 7'],['PHI1002']
18001240,"['MAT1101 9', 'MAT1192 4', 'PHY1100 9']","['MAT1101', 'MAT1192', 'PHY1100']"
18001244,['BIO3304 1'],['BIO3304']
18001258,['EVS3232'],['EVS3232']
18001260,['PHI1002 10'],['PHI1002']
18001289,['HIS1056 1'],['HIS1056']
18001304,"['MAT3539 1', 'MAT4073']","['MAT3539', 'MAT4073']"
18001317,"['GEO3219', 'HIS1056 10', 'MAT1091 7', 'MAT1092 3', 'PHY1103 1']","['GEO3219', 'HIS1056', 'MAT1091', 'MAT1092', 'PHY1103']"
18001328,['PHY1161 1CTĐB'],['PHY1161 CTĐB']
18001343,"['MAT3452 1', 'MAT3514 2', 'POL1001 7']","['MAT3452', 'MAT3514', 'POL1001']"
18001344,"['BIO3301 2CLCCNS', 'BIO3330 CLCCNS']","['BIO3301 CLCCNS', 'BIO3330 CLCCNS']"
18001379,['EVS3232'],['EVS3232']
18001392,"['PHY2004', 'PHY2302 3']","['PHY2004', 'PHY2302']"
18001423,"['MAT3452 1', 'MAT3514 2', 'MAT3539 1']","['MAT3452', 'MAT3514', 'MAT3539']"
18001456,"['MAT2301 1', 'MAT4072']","['MAT2301', 'MAT4072']"
18001461,"['MAT2301 1', 'MAT3300 3TNT', 'MAT4072']","['MAT2301', 'MAT3300 TNT', 'MAT4072']"
18001468,['MAT4073'],['MAT4073']
18001486,"['BIO2201 4', 'BIO3301 1CLCCNS', 'BIO3330 CLCCNS']","['BIO2201', 'BIO3301 CLCCNS', 'BIO3330 CLCCNS']"
18001503,"['MAT2502 2', 'MAT3535 CLCMTKHTT', 'PHI1002 7']","['MAT2502', 'MAT3535 CLCMTKHTT', 'PHI1002']"
18001565,"['GEO3266', 'MAT3533', 'MAT3539 2']","['GEO3266', 'MAT3533', 'MAT3539']"
18001615,"['BIO2400E 2CLCCNS', 'BIO3182 2CLCCNS', 'CHE1057 6CLCCNS', 'MAT1091 5', 'MAT1101 6']","['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'CHE1057 CLCCNS', 'MAT1091', 'MAT1101']"
18001628,"['MAT3318 2TNT', 'MAT3322 TNT', 'MAT3344 1', 'MAT4072']","['MAT3318 TNT', 'MAT3322 TNT', 'MAT3344', 'MAT4072']"
18001650,"['BIO3252 1', 'POL1001 12']","['BIO3252', 'POL1001']"
18001669,"['MAT2308', 'MAT3525']","['MAT2308', 'MAT3525']"
18001677,['HMO3204'],['HMO3204']
18001679,"['GEO2059 1', 'GLO2056', 'MAT1192 1', 'PHY1100 7', 'PHY1103 11']","['GEO2059', 'GLO2056', 'MAT1192', 'PHY1100', 'PHY1103']"
